title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
SL Green Agrees to Sell 43% Stake in 1515 Broadway in Manhattan to Allianz,https://www.wsj.com/articles/sl-green-agrees-to-sell-43-stake-in1515-broadwayin-manhattan-to-allianz-1510689106?gaa_at=eafs&gaa_n=AWEtsqfghjYGf49KA_a9ee9K7MUtOIAybh4H_KMoHp3rFvXbNcyEsGeVsZjP&gaa_ts=69084039&gaa_sig=EPVtLTMKRg1728MTp1VL8yiAKC6vjbmVHSImpFyAx__NI9_VrtVPVkhlEnPixobgMXgpf2eN2Lv8Cxjy2EP-BA%3D%3D,20170101T000000,['Peter Grant'],"SL Green Realty Corp. has agreed to sell a 43% stake in the 1.86 million square foot Times Square office tower at 1515 Broadway to Allianz Real Estate. This deal values the tower, which houses Viacom Inc. headquarters and the Minskoff Theater, at $1.95 billion. Allianz Group's real-estate investment division, based in Germany, is the purchaser of the stake.",,The Wall Street Journal,General,The Wall Street Journal,"[{'topic': 'real_estate', 'relevance_score': '0.904241'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.800981'}]",0.218252,Somewhat-Bullish,"[{'ticker': 'SLG', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.340329', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.609381', 'ticker_sentiment_score': '0.126858', 'ticker_sentiment_label': 'Neutral'}]"
Inside the Wal-Mart vs. Amazon Battle Over Black Friday,https://www.wsj.com/articles/inside-the-wal-mart-vs-amazon-battle-over-black-friday-1511733478?gaa_at=eafs&gaa_n=AWEtsqfZqmWjdk5FXfeuvNUhJmC58e_c028WtygswU_g_QxYeY6eEaL6Wpl9&gaa_ts=69082a04&gaa_sig=770ggkkkNK9KvH0b89dX6ZbmS_2_N8RB8E7JnMWGtMHHbDIJ954h5gcYKXuTXUXCPws34EYmcVXsu5vsz04xKQ%3D%3D,20170101T000000,['Sarah Nassauer and Laura Stevens'],"This article examines the Black Friday battle between Wal-Mart and Amazon, highlighting the ongoing shift from in-store to online holiday shopping. While online sales surged, some consumers still opted for in-person deals, demonstrating the new tactics both retailers are employing. The report notes a decline in traditional store visits alongside a significant increase in online purchases during the Thanksgiving and Black Friday period.",,The Wall Street Journal,General,The Wall Street Journal,"[{'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.708610'}, {'topic': 'economy_macro', 'relevance_score': '0.627663'}]",0.197996,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.279187', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.133199', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ADBE', 'relevance_score': '0.631188', 'ticker_sentiment_score': '0.106009', 'ticker_sentiment_label': 'Neutral'}]"
Is There Time for QVC in the Age of Amazon?,https://www.wsj.com/articles/is-there-time-for-qvc-in-the-age-of-amazon-1483957801?gaa_at=eafs&gaa_n=AWEtsqctZvEGNvaDqJQDF-4BjoWOxmxV44d76WjW0qtHxa3XFi8yNtSM8A9C&gaa_ts=69083df1&gaa_sig=pNTj6prYEVBwBXSVryuhRt93856pTCnhp03wehd8p4axXDnR52A4O2wVsrUjsz7dIhtKm4LglvTaDMJ5YvcBOg%3D%3D,20170101T000000,['Paul Ziobro'],"QVC Inc. is facing new challenges to its business model, with U.S. sales falling 6% in its third quarter, marking the first drop in seven years. This decline is attributed to competition from traditional and online retailers, including Amazon, and has negatively impacted the company's stock value. The article questions QVC's ability to compete in the current e-commerce landscape.",,The Wall Street Journal,General,The Wall Street Journal,"[{'topic': 'earnings', 'relevance_score': '0.935464'}, {'topic': 'retail_wholesale', 'relevance_score': '0.841572'}]",-0.120234,Neutral,"[{'ticker': 'QVCC', 'relevance_score': '0.314804', 'ticker_sentiment_score': '0.020317', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.784625', 'ticker_sentiment_score': '-0.223541', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
What You Need to Know About GRAIL,https://www.biospace.com/what-you-need-to-know-about-grail,20170103T043619,['Mark Terry'],"Grail Bio, launched by Illumina in 2016, aims to develop a blood test for early detection of all cancer types, leveraging Illumina's gene sequencing technology. The company, backed by prominent investors like Jeff Bezos and Bill Gates, plans clinical trials for a pan-cancer screening test and a single-cancer test in 2017, with potential market availability for the pan-cancer test by 2019. It faces competition from other companies developing liquid biopsy tests for cancer detection.",,BioSpace,General,BioSpace,"[{'topic': 'life_sciences', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.813042'}]",0.26094,Somewhat-Bullish,"[{'ticker': 'GRAL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.413335', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.639162', 'ticker_sentiment_score': '0.132807', 'ticker_sentiment_label': 'Neutral'}]"
CES 2017: Amazon Echo-Style Voice Control Is Coming to More Appliances,https://fortune.com/2017/01/04/amazon-echo-alexa-ces-2017/,20170104T035139,['Lisa Eadicicco'],"At CES 2017, Whirlpool announced that its new home appliances will be compatible with Amazon's Alexa voice assistant, allowing users to control tasks like laundry and oven settings with voice commands. This partnership signifies Amazon's strategy to integrate Alexa deeper into the smart home ecosystem, facing competition from other tech giants like Apple and Samsung who are also developing their own voice-controlled platforms.",,Fortune,General,Fortune,"[{'topic': 'technology', 'relevance_score': '0.911928'}]",0.233836,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.409941', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GE', 'relevance_score': '0.727366', 'ticker_sentiment_score': '0.220957', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.630738', 'ticker_sentiment_score': '0.130610', 'ticker_sentiment_label': 'Neutral'}]"
GURU Stock Price | Global X Guru ETF,https://www.investing.com/etfs/global-x-top-guru-holdings,20170104T104037,[],"This page provides comprehensive information on the Global X Guru ETF (GURU), including its current stock price, trading exchange (NYSE), and key financial statistics such as market cap, expense ratio, and dividend yield. It also features recent news from GURU Organic Energy Corp. and various technical analysis indicators for potential investors.",,Investing.com,General,Investing.com,"[{'topic': 'financial_markets', 'relevance_score': '0.905854'}, {'topic': 'finance', 'relevance_score': '0.833653'}]",-0.029976,Neutral,"[{'ticker': 'GURU', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.030418', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.709222', 'ticker_sentiment_score': '0.040566', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.706075', 'ticker_sentiment_score': '0.031917', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ANET', 'relevance_score': '0.707809', 'ticker_sentiment_score': '0.005326', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EXPE', 'relevance_score': '0.694827', 'ticker_sentiment_score': '0.039454', 'ticker_sentiment_label': 'Neutral'}]"
AGGY Stock Price | WisdomTree Barclays Yield Enhanced US Aggregate Bo ETF,https://www.investing.com/etfs/wisdomtree-barclays-us-agg-bond,20170104T135127,[],"This page provides comprehensive information on the WisdomTree Barclays Yield Enhanced US Aggregate Bond ETF (AGGY), including current stock price, trading exchange (NYSE), key statistics like expense ratio, total assets, and dividend yield, and historical performance data. It also features a company profile for WisdomTree Trust and a collection of news and analysis relevant to bond markets and the ETF.",,Investing.com,General,Investing.com,"[{'topic': 'financial_markets', 'relevance_score': '0.900994'}, {'topic': 'economy_monetary', 'relevance_score': '0.807130'}, {'topic': 'finance', 'relevance_score': '0.744228'}]",-0.033173,Neutral,"[{'ticker': 'AGGY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.094274', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.521054', 'ticker_sentiment_score': '0.040633', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.550611', 'ticker_sentiment_score': '-0.101216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.553109', 'ticker_sentiment_score': '0.100803', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.527733', 'ticker_sentiment_score': '0.069296', 'ticker_sentiment_label': 'Neutral'}]"
"Macy's to close 68 stores, 4 in Philadelphia area",https://6abc.com/post/macys-to-close-68-stores-4-in-philadelphia-area/1686507/,20170105T045649,[],"Macy's announced plans to eliminate over 10,000 jobs and close 68 stores, including four in the Philadelphia area, after a disappointing holiday shopping season. The department store chain lowered its full-year earnings forecast, citing changing consumer behavior and increased online shopping as primary reasons for declining sales. The closures are part of a larger plan to restructure the business and save an estimated $550 million annually, with share prices falling over 8% in after-hours trading.",,6abc Philadelphia,General,6abc Philadelphia,"[{'topic': 'retail_wholesale', 'relevance_score': '0.922400'}, {'topic': 'earnings', 'relevance_score': '0.832945'}, {'topic': 'economy_macro', 'relevance_score': '0.714478'}]",-0.267585,Somewhat-Bearish,"[{'ticker': 'M', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.406755', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.609830', 'ticker_sentiment_score': '-0.108299', 'ticker_sentiment_label': 'Neutral'}]"
SanDisk: USB drive with SSD performance,https://www.provideocoalition.com/sandisk-usb-drive-ssd-performance/,20170105T052625,['Jose Antunes'],"Western Digital Corporation announced the 256GB SanDisk Extreme PRO USB 3.1 Solid State Flash Drive at CES 2017, touting SSD-like performance in a portable USB form factor. This drive offers read speeds up to 420MB/s and write speeds up to 380MB/s, making it ideal for transferring large files like 4K movies quickly, and includes SanDisk SecureAccess software for file encryption. It's set to be available in late January 2017 for $179.99.",,ProVideo Coalition,General,ProVideo Coalition,"[{'topic': 'technology', 'relevance_score': '0.912256'}]",0.260739,Somewhat-Bullish,"[{'ticker': 'SNDKV', 'relevance_score': '0.338487', 'ticker_sentiment_score': '0.014621', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WDC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.471029', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BBY', 'relevance_score': '0.607371', 'ticker_sentiment_score': '0.234217', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.642462', 'ticker_sentiment_score': '0.218668', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
UCC Stock Price | ProShares Ultra Consumer Services ETF,https://www.investing.com/etfs/proshares-ultra-consumer-services,20170106T141020,[],"This article provides detailed information about the ProShares Ultra Consumer Services ETF (UCC), including its current stock price, trading exchange (NYSE), and various financial metrics. It also offers key statistics, performance data, top holdings, and news relevant to the consumer discretionary sector, highlighting UCC's profile as a leveraged equity ETF tracking the S&P Consumer Discretionary Select Sector Index.",,Investing.com,General,Investing.com,"[{'topic': 'financial_markets', 'relevance_score': '0.948758'}, {'topic': 'retail_wholesale', 'relevance_score': '0.801869'}, {'topic': 'economy_macro', 'relevance_score': '0.738961'}]",0.337006,Somewhat-Bullish,"[{'ticker': 'UCC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.394435', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.677063', 'ticker_sentiment_score': '0.331336', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.634050', 'ticker_sentiment_score': '0.341516', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HD', 'relevance_score': '0.550816', 'ticker_sentiment_score': '0.304701', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MCD', 'relevance_score': '0.563070', 'ticker_sentiment_score': '0.333486', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
