title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Smart Water for a Smarter Home: Moen Leads the Way with Industry's First Whole-Home Connected Water Product Suite,https://www.prnewswire.com/news-releases/smart-water-for-a-smarter-home-moen-leads-the-way-with-industrys-first-whole-home-connected-water-product-suite-301451938.html,20220103T200000,[],"Moen introduces the industry's first whole-home smart water ecosystem, the Moen Smart Water Network, which allows consumers to control, monitor, and conserve water throughout their homes using a single smartphone app. The network includes new and expanded smart products like the Flo Smart Water Monitor and Shutoff, Smart Leak Detector, Smart Sump Pump Monitor, Smart Faucet with Motion Control, and Smart Shower, all designed to provide peace of mind, security, and personalized water experiences. These innovations offer automated water security, water usage education, personalized settings, and voice activation capabilities for a truly connected home water system.",,PR Newswire,General,PR Newswire,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'manufacturing', 'relevance_score': '0.713150'}]",0.257122,Somewhat-Bullish,"[{'ticker': 'FBIN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.405121', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.713980', 'ticker_sentiment_score': '0.238543', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.610785', 'ticker_sentiment_score': '0.206666', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.608483', 'ticker_sentiment_score': '0.247562', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Best Buy Launches New Advertising Business, Best Buy Ads",https://www.businesswire.com/news/home/20220104005302/en/Best-Buy-Launches-New-Advertising-Business-Best-Buy-Ads,20220104T150935,[],"Best Buy has launched Best Buy Ads, a new in-house media company, to help shoppers discover products and services by leveraging its deep customer insights and interactions. The initiative also aims to address diversity and inclusion in the advertising industry by dedicating part of its media spend to BIPOC media and launching a Career Pathways program for teens from underrepresented backgrounds. This move diversifies Best Buy's business and creates equitable opportunities within the advertising sector.",https://mms.businesswire.com/media/20220104005302/en/1317431/4/MicrosoftTeams-image_%284%29.jpg?download=1,Business Wire,General,Business Wire,"[{'topic': 'retail_wholesale', 'relevance_score': '0.809361'}, {'topic': 'technology', 'relevance_score': '0.833870'}, {'topic': 'finance', 'relevance_score': '0.628088'}]",0.283456,Somewhat-Bullish,"[{'ticker': 'BBY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.488270', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.624279', 'ticker_sentiment_score': '0.240508', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.587420', 'ticker_sentiment_score': '0.231021', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.574257', 'ticker_sentiment_score': '0.238396', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
7 payments trends for 2022 as innovation climbs,https://www.paymentsdive.com/news/7-payments-trends-for-2022-as-innovation-climbs/616455/,20220104T152515,"['Jonathan Berr', 'Caitlin Mullen', 'and Lynne Marek']","The payments industry is facing rapid innovation and competition in 2022, driven by the ongoing impact of the COVID-19 pandemic which accelerated the adoption of digital payments. Key trends include the simmering dispute between Amazon and Visa over merchant transaction fees, the expansion of Buy Now Pay Later (BNPL) services into B2B, the growing adoption of mobile wallets, and the increasing demand for cross-border payment services. Additionally, central bank digital currencies (CBDCs) are gaining prominence over cryptocurrencies, while cybersecurity is becoming an urgent priority due to rising fraud, and regulators are increasing scrutiny on big tech payment platforms and emerging fintechs.",https://imgproxy.divecdn.com/XyBHmXS5EhVz2dPQJXbNuNReDdcyNUA2q2Tv1qMDctw/g:ce/rs:fill:1200:675:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0xMTU4Nzc5MDYxLmpwZw==.webp,Payments Dive,General,Payments Dive,"[{'topic': 'finance', 'relevance_score': '0.927118'}, {'topic': 'technology', 'relevance_score': '0.811692'}, {'topic': 'economy_macro', 'relevance_score': '0.747591'}, {'topic': 'retail_wholesale', 'relevance_score': '0.636436'}]",-0.061011,Neutral,"[{'ticker': 'GPN', 'relevance_score': '0.626866', 'ticker_sentiment_score': '0.320572', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.906995', 'ticker_sentiment_score': '-0.255462', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'V', 'relevance_score': '0.917520', 'ticker_sentiment_score': '-0.307049', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'PYPL', 'relevance_score': '0.806861', 'ticker_sentiment_score': '0.252109', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AXP', 'relevance_score': '0.606841', 'ticker_sentiment_score': '-0.142468', 'ticker_sentiment_label': 'Neutral'}]"
Kroger expanding into Oklahoma City as it builds national delivery network,https://www.oklahoman.com/story/news/2022/01/04/kroger-expanding-into-oklahoma-city-builds-national-delivery-network/9079869002/,20220104T153143,['Steve Lackmeyer'],"Kroger is re-entering the Oklahoma City market after a long absence, not by opening physical stores, but by establishing a warehouse and office space to support its national delivery network. This expansion is part of a broader partnership with Ocado to build automated customer fulfillment centers that utilize AI and robotics for efficient grocery delivery. The move aims to extend Kroger's e-commerce reach and provide delivery services to new and existing markets, leveraging a hub-and-spoke model.","https://www.oklahoman.com/gcdn/presto/2022/01/03/NOKL/0fa8c80a-1d31-4e30-a064-2d59d336eadc-kroger_delivery.jpg?crop=1835,1109,x165,y138&width=660&height=399&format=pjpg&auto=webp",The Oklahoman,General,The Oklahoman,"[{'topic': 'retail_wholesale', 'relevance_score': '0.934018'}, {'topic': 'technology', 'relevance_score': '0.732185'}, {'topic': 'real_estate', 'relevance_score': '0.634393'}]",0.203686,Somewhat-Bullish,"[{'ticker': 'KR', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.305281', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.621471', 'ticker_sentiment_score': '0.101760', 'ticker_sentiment_label': 'Neutral'}]"
FLASHBACK: Stormy Outlook For Sea Limited (SE) After Stock Sell Off?,https://app.hedgeye.com/insights/110093-flashback-stormy-outlook-for-sea-limited-se-after-stock-sell-off?type=stock-and-policy,20220104T154701,"['Felix Wang', 'CFA']","This article revisits an analysis from January 2022 by Hedgeye's China analyst, Felix Wang, who flagged Sea Limited (SE) as a ""Best Idea Short"" a month prior. Wang argued that despite its past growth, SE faced increasing competition in gaming and e-commerce, a smaller total addressable market than commonly believed, and an overvalued stock. He projected at least an additional 20% downside for the stock based on his 2023 sum-of-the-parts valuation.",https://d1yhils6iwh5l5.cloudfront.net/charts/resized/89993/normal/SEA2.png,Hedgeye,General,Hedgeye,"[{'topic': 'financial_markets', 'relevance_score': '0.940747'}, {'topic': 'technology', 'relevance_score': '0.829170'}, {'topic': 'earnings', 'relevance_score': '0.747153'}, {'topic': 'ipo', 'relevance_score': '0.628389'}, {'topic': 'retail_wholesale', 'relevance_score': '0.643979'}]",-0.450084,Bearish,"[{'ticker': 'SE', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.608869', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.626005', 'ticker_sentiment_score': '-0.340182', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
"Amazon, Stellantis Team Up on Software, Delivery Vehicles",https://www.bloomberg.com/news/articles/2022-01-05/amazon-stellantis-team-up-on-auto-software-delivery-vehicles,20220105T130000,['Tara Patel and Gabrielle Coppola'],"Amazon (AMZN) and Stellantis (STLA) are collaborating on software development and electric delivery vehicles. Amazon will use Stellantis' upcoming Ram ProMaster electric delivery van, making it the first commercial customer for the vehicle, and the partnership will also involve digital technology and cloud services. This move positions Stellantis as a competitor to Rivian Automotive Inc. in supplying EVs to Amazon.",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iRQMdJKZJEwY/v1/-1x-1.webp,Bloomberg,General,Bloomberg,"[{'topic': 'retail_wholesale', 'relevance_score': '0.930909'}, {'topic': 'technology', 'relevance_score': '0.831665'}, {'topic': 'energy_transportation', 'relevance_score': '0.703242'}, {'topic': 'manufacturing', 'relevance_score': '0.616575'}]",0.209476,Somewhat-Bullish,"[{'ticker': 'STLA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.420132', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.915193', 'ticker_sentiment_score': '0.327788', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GM', 'relevance_score': '0.614189', 'ticker_sentiment_score': '-0.215095', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Shares in Future Group firms fall as court dismisses appeal,https://www.aljazeera.com/economy/2022/1/5/shares-in-future-group-firms-fall-as-court-dismisses-appeal,20220105T150653,['News Agencies'],Shares in several Future Group companies declined after an Indian court dismissed Future Retail's appeal to declare arbitration proceedings with Amazon.com Inc. illegal. This legal dispute is part of a larger struggle between Amazon and Reliance Industries for control over assets of the Future Group in the competitive Indian retail market. Future Retail has since filed another appeal in the Delhi High Court.,https://www.aljazeera.com/wp-content/uploads/2020/12/future.jpg?resize=770%2C513&quality=80,Al Jazeera,General,Al Jazeera,"[{'topic': 'retail_wholesale', 'relevance_score': '0.945833'}, {'topic': 'financial_markets', 'relevance_score': '0.833915'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.745799'}]",-0.217634,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '0.924806', 'ticker_sentiment_score': '-0.242685', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
"Stellantis taps Amazon to bolster software plans, will sell it EV vans",https://www.detroitnews.com/story/business/autos/chrysler/2022/01/05/stellantis-taps-amazon-bolster-software-plans-sell-electric-ram-promaster-vans/9097714002/,20220105T150653,['Breana Noble'],"Stellantis announced a multi-year partnership with Amazon to enhance its software-driven vehicle offerings and services. The collaboration includes deploying Amazon software in Stellantis vehicles, training engineers, and making Amazon the first commercial customer for the battery-electric Ram ProMaster van. This move aims to significantly increase Stellantis's annual revenue from software-enabled products and subscriptions by 2030, transforming the automaker into a technologically savvy mobility company.",,The Detroit News,General,The Detroit News,"[{'topic': 'technology', 'relevance_score': '0.948159'}, {'topic': 'energy_transportation', 'relevance_score': '0.849396'}]",0.236987,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '0.987282', 'ticker_sentiment_score': '0.471550', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'F', 'relevance_score': '0.746799', 'ticker_sentiment_score': '0.122267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.708821', 'ticker_sentiment_score': '0.129876', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.608842', 'ticker_sentiment_score': '0.112004', 'ticker_sentiment_label': 'Neutral'}]"
Behind Best Buy’s New In-House Ad Venture,https://tcbmag.com/behind-best-buys-new-in-house-ad-venture/,20220105T150935,['Dan Niepow'],"Best Buy has launched ""Best Buy Ads,"" an in-house media company that leverages its extensive customer data to help partner brands create personalized ad messages. This move is a strategic evolution of its existing Best Buy Media Network, aiming to create a new revenue stream and capitalize on the valuable customer data Best Buy collects. The initiative mirrors similar efforts by other large retailers like Target and Amazon, driven by the desire to monetize data and enhance targeted advertising.",https://d5c1j5k5drfk7.cloudfront.net/wp-content/uploads/2022/01/Best-Buy-Ads-video.jpg,Twin Cities Business,General,Twin Cities Business,"[{'topic': 'retail_wholesale', 'relevance_score': '0.808558'}, {'topic': 'technology', 'relevance_score': '0.722286'}, {'topic': 'finance', 'relevance_score': '0.623698'}]",0.185445,Somewhat-Bullish,"[{'ticker': 'BBY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.318103', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.706285', 'ticker_sentiment_score': '0.220272', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.627108', 'ticker_sentiment_score': '0.142908', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.581524', 'ticker_sentiment_score': '0.108420', 'ticker_sentiment_label': 'Neutral'}]"
"GE, Boston Scientific team up to bring advanced cardiac care tech to Southeast Asia",https://www.fiercebiotech.com/medtech/ge-boston-scientific-team-up-to-bring-advanced-cardiac-care-tech-to-southeast-asia,20220105T151201,['Andrea Park'],GE Healthcare and Boston Scientific have partnered to enhance cardiac care in Southeast Asia by combining GE's imaging software with Boston Scientific's heart-focused medical devices. This collaboration aims to address the high number of cardiovascular disease deaths in the region by providing advanced tools for diagnosis and interventional treatments. This partnership is part of GE Healthcare's broader strategy as it prepares to become a standalone company by early 2023.,,Fierce Biotech,General,Fierce Biotech,"[{'topic': 'life_sciences', 'relevance_score': '0.910229'}, {'topic': 'technology', 'relevance_score': '0.806490'}]",0.212575,Somewhat-Bullish,"[{'ticker': 'BSX', 'relevance_score': '0.911176', 'ticker_sentiment_score': '0.301244', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GE', 'relevance_score': '0.893709', 'ticker_sentiment_score': '0.293100', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GEHC', 'relevance_score': '0.701647', 'ticker_sentiment_score': '0.202254', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.575898', 'ticker_sentiment_score': '0.116340', 'ticker_sentiment_label': 'Neutral'}]"
