title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Best Buy joins growing list of retailers entering the healthcare space,https://www.marketwatch.com/visual-stories/best-buy-joins-growing-list-of-retailers-entering-the-healthcare-space-4facc407?gaa_at=eafs&gaa_n=AWEtsqeggmdxs6p6kb7euQOCim0lSb-dO3j5wqz8bUMoqmhmFeJU9o2SXF1w&gaa_ts=6907697e&gaa_sig=-F8Lh8g5XohHxOuJQqRJxvt4BrxLwCBi8lo7TloPnlXj_LgeK9niHIJ6wVQEiiALSVU5KfJeLEk3-JALaArd2w%3D%3D,20231003T000000,"['CIARA LINnaNE', 'Weston Blasi']","Best Buy has entered the healthcare sector by offering a continuous glucose monitoring system, becoming the latest retailer to expand into medical services. Other major retailers like Costco, Amazon, Walmart, and CVS have also significantly invested in healthcare, providing services ranging from virtual primary care and online pharmacies to in-store clinics and health insurance. This trend highlights a broader movement among large retailers to diversify their offerings and tap into the growing healthcare market.",,MarketWatch.com Webstory,General,MarketWatch.com Webstory,"[{'topic': 'retail_wholesale', 'relevance_score': '0.928364'}, {'topic': 'life_sciences', 'relevance_score': '0.911205'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.700755'}]",0.27988,Somewhat-Bullish,"[{'ticker': 'BBY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.321665', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DXCM', 'relevance_score': '0.821048', 'ticker_sentiment_score': '0.278528', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.714428', 'ticker_sentiment_score': '0.243340', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.730387', 'ticker_sentiment_score': '0.210693', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.705257', 'ticker_sentiment_score': '0.208724', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
St. Charles casino partners with Amazon to open AI-powered store,https://www.ksdk.com/article/news/local/business-journal/st-charles-casino-amazon-ai-powered-store/63-169ea17c-066a-4cce-9229-b67d78175659,20231003T075100,['Connor Hart'],"Ameristar Casino Resort Spa St. Charles is opening an AI-powered store called ""Roll In & Out"" using Amazon's Just Walk Out technology and Amazon One biometric payment system. The 400-square-foot store, located near the main casino entrance, allows customers to grab items and leave without traditional checkout lines. This initiative marks a partnership between the casino and Amazon to bring advanced retail technology to its patrons.",https://media.ksdk.com/assets/KSDK/images/89aaf865-a54e-4eb0-9491-b430bd1e0936/89aaf865-a54e-4eb0-9491-b430bd1e0936_750x422.jpg,KSDK,General,KSDK,"[{'topic': 'retail_wholesale', 'relevance_score': '0.929218'}, {'topic': 'technology', 'relevance_score': '0.846249'}]",0.411859,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.429147', 'ticker_sentiment_label': 'Bullish'}]"
Lina Khan Is Wrong About Amazon and Antitrust,https://www.bloomberg.com/opinion/articles/2023-10-03/lina-khan-is-wrong-about-amazon-and-antitrust,20231003T120000,['The Editorial Board'],"The article argues that FTC Chair Lina Khan's antitrust complaint against Amazon is flawed and misdirected. It contends that the FTC has abandoned its focus on consumer welfare, using ""fringe theories"" and an artificially narrowed definition of the market to target Amazon, despite the company's broad consumer benefits, competitive pricing, and high customer satisfaction with services like Amazon Prime. The editorial board suggests the case is unlikely to succeed and would be detrimental to consumers if it did.",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/izcJn6.9WZh8/v1/-1x-1.webp,Bloomberg.com,General,Bloomberg.com,"[{'topic': 'retail_wholesale', 'relevance_score': '0.920202'}, {'topic': 'technology', 'relevance_score': '0.810650'}, {'topic': 'economy_fiscal', 'relevance_score': '0.722354'}, {'topic': 'finance', 'relevance_score': '0.648814'}]",0.032315,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.319570', 'ticker_sentiment_score': '0.000392', 'ticker_sentiment_label': 'Neutral'}]"
"Women In Toys, Licensing & Entertainment Unveils 2023 Wonder Women Award Winners in NYC",https://www.anbmedia.com/news/2023/10/women-in-toys-licensing-entertainment-unveils-2023-wonder-women-award-winners-in-nyc/,20231003T204641,['aNb Media'],"Women in Toys, Licensing & Entertainment (WiT) celebrated its 18th annual Wonder Women Awards in New York City, honoring top female executives and changemakers. The event recognized Visionary Leader Laura Zebersky, Trailblazer Lisa McKnight, and Future Leader Nyla Hayes, alongside numerous other award winners across various categories. WiT also awarded twelve $2,500 scholarships to outstanding students and thanked its sponsors for their support, which funds vital programs and scholarships.",https://www.anbmedia.com/wp-content/uploads/2023/10/Women-in-Toys-Wonder-Women-Awards-2023-.png,aNb Media,General,aNb Media,"[{'topic': 'retail_wholesale', 'relevance_score': '0.823246'}, {'topic': 'finance', 'relevance_score': '0.749014'}]",0.315883,Somewhat-Bullish,"[{'ticker': 'HAS', 'relevance_score': '0.927185', 'ticker_sentiment_score': '0.341961', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.635957', 'ticker_sentiment_score': '0.322427', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
JPMorgan Hedged Equity Laddered Overlay ETF,https://etfdb.com/etf/HELO/,20231004T110857,[],"This page provides a detailed profile of the JPMorgan Hedged Equity Laddered Overlay ETF (HELO), including its stock price, dividend information, expense ratio, holdings, and performance metrics. HELO is categorized as a Large Cap Blend Equities ETF and launched on September 28, 2023, with an expense ratio of 0.50%. The fund's top holdings include major tech companies like NVIDIA, Apple, and Microsoft, and it has accumulated $3,994.0 million in assets under management.",,ETF Database,General,ETF Database,"[{'topic': 'financial_markets', 'relevance_score': '0.925857'}, {'topic': 'finance', 'relevance_score': '0.807769'}]",0.357098,Bullish,"[{'ticker': 'HELO', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.441158', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.849076', 'ticker_sentiment_score': '0.333975', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.743864', 'ticker_sentiment_score': '0.315972', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.627331', 'ticker_sentiment_score': '0.303001', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.602560', 'ticker_sentiment_score': '0.304448', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Suunto Unveils Plans for U.S. Direct Distribution,https://sgbonline.com/suunto-unveils-plans-for-u-s-direct-distribution/,20231004T202836,[],"Suunto is implementing a new direct distribution system for its products to U.S. retailers, a key initiative for expanding its presence in North America. Dan Suher, head of Americas for Suunto and a veteran in the wearables industry, emphasizes that this move will enhance their connection with specialty shops, making products more accessible to runners, triathletes, and adventurers. This strategic shift follows past distribution changes and ownership transfers, aiming for greater success in the U.S. market.",https://sgbonline.com/wp-content/uploads/2023/10/suunto-9-family-1024x683.jpeg,SGB Media Online,General,SGB Media Online,"[{'topic': 'retail_wholesale', 'relevance_score': '0.842134'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.609563'}]",0.163831,Somewhat-Bullish,"[{'ticker': 'AS', 'relevance_score': '0.344189', 'ticker_sentiment_score': '0.001155', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LULU', 'relevance_score': '0.843700', 'ticker_sentiment_score': '0.290090', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.625899', 'ticker_sentiment_score': '0.236708', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NKE', 'relevance_score': '0.551287', 'ticker_sentiment_score': '0.210276', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Amex pilots biometrics in online checkout,https://www.paymentsdive.com/news/american-express-biometrics-online-checkout-facial-fingerprint-recognition/695526/,20231005T000000,['Tatiana Walk-Morris'],"American Express is piloting facial and fingerprint recognition for its SafeKey fraud prevention service in online checkout. The company is testing these biometric capabilities with a fraction of its U.S. consumer cardholders before a broader rollout early next year, aiming to mitigate fraud and simplify the online shopping experience. This move comes as consumers seek faster and more secure authentication methods beyond traditional passwords and PINs.",,Payments Dive,General,Payments Dive,"[{'topic': 'finance', 'relevance_score': '0.910051'}, {'topic': 'technology', 'relevance_score': '0.820080'}]",0.198105,Somewhat-Bullish,"[{'ticker': 'AXP', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.426848', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'V', 'relevance_score': '0.624193', 'ticker_sentiment_score': '-0.106977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MA', 'relevance_score': '0.636011', 'ticker_sentiment_score': '0.112520', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.613853', 'ticker_sentiment_score': '0.205965', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Amazon Global Communications Operations Undergo Layoffs,https://deadline.com/2023/10/amazon-communications-layoffs-1235565092/,20231005T114400,"['Nellie Andreeva', 'Lynette Rice']","Amazon is implementing layoffs across its global communications divisions, impacting over 5% of the workforce in the communications teams of Amazon Studios, Prime Video, and Music. This move is part of broader cost-cutting efforts the company has been undertaking, which previously included thousands of job eliminations between late 2022 and early 2023, along with discontinuing services like Amp. Affected employees will receive pay and benefits for 60 days, severance, and job-placement support.",https://deadline.com/wp-content/uploads/2023/08/Amazon-hq.jpg?crop=0px%2C402px%2C4200px%2C2354px&resize=681%2C383,Deadline,General,Deadline,"[{'topic': 'retail_wholesale', 'relevance_score': '0.748663'}, {'topic': 'technology', 'relevance_score': '0.909853'}, {'topic': 'economy_macro', 'relevance_score': '0.618989'}]",-0.314751,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.315490', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Blackberry to Split in Two: Why We Like the Idea,https://global.morningstar.com/en-ca/stocks/blackberry-to-split-in-two-why-we-like-the-idea,20231005T202951,"['William Kerwin', 'CFA']","BlackBerry announced its intention to split into two distinct businesses: IoT and cybersecurity. Morningstar analysts view this separation positively, especially the IoT business which includes the QNX software for autonomous vehicles, as it is considered the most valuable part of the firm and an attractive investment. The cybersecurity segment, while struggling, is also expected to benefit from better execution as a separate entity and could be an attractive buyout candidate.",https://cloudfront-us-east-1.images.arcpublishing.com/morningstar/P7Z7X4VVPATX6UOYS76UEQHFHM.jpg,Morningstar,General,Morningstar,"[{'topic': 'ipo', 'relevance_score': '0.918971'}, {'topic': 'earnings', 'relevance_score': '0.803421'}, {'topic': 'technology', 'relevance_score': '0.747877'}]",0.206541,Somewhat-Bullish,"[{'ticker': 'BB', 'relevance_score': '0.990845', 'ticker_sentiment_score': '0.391767', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.645016', 'ticker_sentiment_score': '0.228660', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.593585', 'ticker_sentiment_score': '0.136364', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.586502', 'ticker_sentiment_score': '0.111933', 'ticker_sentiment_label': 'Neutral'}]"
Moat Investing Rises Above Magnificent Seven Dominance,https://www.vaneck.com/us/en/blogs/moat-investing/moat-investing-rises-above-magnificent-seven-dominance/,20231009T140955,"['Coulter Regal', 'CFA']","The article discusses how Morningstar's Moat Index outperformed the S&P 500 year-to-date despite being underweight the ""Magnificent Seven"" mega-cap stocks. It highlights the growing concentration risk posed by these seven technology giants and explains how equal-weighted Moat strategies offer a solution through diversification and attractive valuations. The article also details the September index reconstitutions for both the Moat and SMID Moat Indexes, noting shifts away from growth stocks and into more value-oriented sectors.",NULL,VanEck,General,VanEck,"[{'topic': 'financial_markets', 'relevance_score': '0.928123'}, {'topic': 'technology', 'relevance_score': '0.838034'}, {'topic': 'finance', 'relevance_score': '0.744755'}, {'topic': 'economy_macro', 'relevance_score': '0.618494'}]",0.215125,Somewhat-Bullish,"[{'ticker': 'SMOT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.417508', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.631500', 'ticker_sentiment_score': '0.101511', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.613594', 'ticker_sentiment_score': '0.144400', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.615954', 'ticker_sentiment_score': '0.106286', 'ticker_sentiment_label': 'Neutral'}]"
