title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Amazon.com To Acquire Diapers.com And Soap.com,https://www.nonwovens-industry.com/breaking-news/amazoncom-to-acquire-diaperscom-and-soapcom/,20101108T181058,['Karen McIntyre'],"Amazon.com announced its agreement to acquire Quidsi, Inc., the parent company of Diapers.com, Soap.com, and BeautyBar.com, for approximately $500 million in cash plus assumed debt. The acquisition aims to combine both companies' commitments to providing great prices and fast delivery, especially for parents. Quidsi will continue to operate independently with its current leadership.",,Nonwovens Industry -,General,Nonwovens Industry -,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'retail_wholesale', 'relevance_score': '0.801186'}, {'topic': 'technology', 'relevance_score': '0.743758'}]",0.449209,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.408990', 'ticker_sentiment_label': 'Bullish'}]"
Amazon buys owner of diapers.com and soap.com,https://www.thestar.com/business/amazon-buys-owner-of-diapers-com-and-soap-com/article_26de7bdb-e6d1-5616-b764-4fb6c96b43b0.html,20101108T181058,[],"Amazon.com announced its acquisition of Quidsi, the parent company of Diapers.com and Soap.com, for $500 million in cash. This move is part of Amazon's strategy to expand its online retail presence, with Quidsi expected to operate independently post-acquisition. Amazon will also assume approximately $45 million in debt and other obligations as part of the deal, which is anticipated to close in December.",,Toronto Star,General,Toronto Star,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'retail_wholesale', 'relevance_score': '0.821405'}, {'topic': 'technology', 'relevance_score': '0.600614'}]",0.541826,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.539605', 'ticker_sentiment_label': 'Bullish'}]"
Amazon.com courts newspaper publishers for Kindle,http://www.cnn.com/2010/TECH/mobile/11/09/kindle.newspapers/index.html,20101109T181057,['Mark Milian'],"Amazon is making a significant move to attract newspaper publishers to its Kindle platform by offering a 70 percent revenue cut from digital sales, starting December 1. The company is also introducing a new tool, Kindle Publishing for Periodicals, to simplify content porting across various Kindle-enabled devices. This strategy aims to position Amazon as a primary online newsstand, leveraging the growing mobile audience and potentially shifting digital strategies for news organizations.",,CNN,General,CNN,"[{'topic': 'retail_wholesale', 'relevance_score': '0.703336'}, {'topic': 'technology', 'relevance_score': '1.000000'}]",0.369777,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.421974', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.722896', 'ticker_sentiment_score': '0.314535', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Amazon defends 'Pedophile's Guide',https://www.nbcnews.com/id/wbna40112145,20101110T133500,['Helen A.S. Popkin'],"Amazon is facing controversy and boycott threats for selling a self-published e-book titled ""The Pedophile's Guide to Love and Pleasure."" The retailer defends its decision by stating it believes not selling certain books due to objectionable content is censorship, emphasizing its support for freedom of expression and customer purchasing decisions, despite outrage from customers and a social media campaign to #BoycottAmazon.",,NBC News,General,NBC News,"[{'topic': 'retail_wholesale', 'relevance_score': '0.923946'}]",-0.33918,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.306288', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Pedophile Advice Book for Sale on Amazon,https://www.cbsnews.com/news/pedophile-advice-book-for-sale-on-amazon/,20101110T134000,['CBS/AP'],"Amazon.com Inc. is facing outrage and boycott threats for selling a self-published e-book titled ""The Pedophile's Guide to Love and Pleasure: a Child-lover's Code of Conduct."" The book's availability has sparked debate over Amazon's content vetting procedures and free speech principles, with advocates for online safety calling for its removal while others defend Amazon's right to sell it under the First Amendment. This incident is not the first time Amazon has been criticized for selling controversial content.",,CBS News,General,CBS News,"[{'topic': 'retail_wholesale', 'relevance_score': '0.814723'}, {'topic': 'technology', 'relevance_score': '0.749758'}]",-0.424136,Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.392464', 'ticker_sentiment_label': 'Bearish'}]"
Amazon.com title defending pedophilia sparks boycott call,http://www.cnn.com/2010/US/11/10/amazon.pedophile.guide/index.html,20101110T181058,['Emanuella Grinberg'],"An e-book defending pedophilia sparked outrage and boycott threats against Amazon.com, leading to its removal. The author claimed he wrote the book to set conduct guidelines for pedophiles and address perceived misrepresentation. The controversy highlighted Amazon's content policies and sparked a debate on free speech versus content deemed objectionable.",,CNN,General,CNN,"[{'topic': 'retail_wholesale', 'relevance_score': '0.929238'}, {'topic': 'technology', 'relevance_score': '0.839584'}]",-0.429311,Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.381125', 'ticker_sentiment_label': 'Bearish'}]"
"Amazon Fulfillment Services in Fernley, Nev. Hiring Thousands of Temporary Positions for the 2010 Holiday Season",https://www.cnbc.com/2010/11/12/amazon-fulfillment-services-in-fernley-nev-hiring-thousands-of-temporary-positions-for-the-2010-holiday-season.html,20101112T090300,[],"Amazon.com announced it is hiring thousands of temporary holiday positions through Integrity Staffing Solutions for its Fernley, Nevada fulfillment center. These roles include full-time and part-time positions in Picking, Packing, and Receiving/Shipping, requiring a high school diploma/GED and a background check. The company is seeking motivated individuals to help deliver a first-class shopping experience during the busy holiday season.",,CNBC,General,CNBC,"[{'topic': 'retail_wholesale', 'relevance_score': '0.820945'}, {'topic': 'economy_macro', 'relevance_score': '0.634624'}, {'topic': 'technology', 'relevance_score': '0.616057'}]",0.262676,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.252765', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Mary Meeker—“Queen of the Net”—Leaving Morgan Stanley,https://www.cnbc.com/2010/11/29/mary-meekerqueen-of-the-netleaving-morgan-stanley.html,20101129T113000,['Ash Bennington'],"Mary Meeker, known as the “Queen of the Net,” is leaving Morgan Stanley after 20 years to become a partner at venture capital firm Kleiner Perkins Caufield & Byers. Meeker survived allegations during the dotcom bubble and was never found guilty of wrongdoing, despite a lawsuit against Morgan Stanley regarding biased research. Her move to a VC firm is seen as an appropriate next step given the industry's enthusiasm for technology and the potential for lucrative compensation.",,CNBC,General,CNBC,"[{'topic': 'finance', 'relevance_score': '0.848422'}, {'topic': 'technology', 'relevance_score': '0.612845'}]",-0.126999,Neutral,"[{'ticker': 'MS', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.130397', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.638114', 'ticker_sentiment_score': '-0.129847', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EBAY', 'relevance_score': '0.602167', 'ticker_sentiment_score': '-0.108525', 'ticker_sentiment_label': 'Neutral'}]"
Kleiner Perkins Hires Morgan Stanley Star Tech Analyst Mary Meeker,https://www.vccircle.com/kleiner-perkins-hires-morgan-stanley-star-tech-analyst-mary-meeker,20101129T183606,['TEAM VCC'],"Kleiner Perkins Caufield & Byers, a top Silicon Valley venture capital firm, has hired Mary Meeker, Morgan Stanley's star technology analyst, as a partner. Meeker will focus on social media and technology investing, joining KPCB which is known for investments in companies like Google, Amazon, and Zynga, and manages significant funds for app and social networking investments. This high-profile hiring aims to leverage Meeker's expertise in the next wave of tech innovation and internet technologies.",,VCCircle,General,VCCircle,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.845589'}]",0.200507,Somewhat-Bullish,"[{'ticker': 'EBAY', 'relevance_score': '0.736474', 'ticker_sentiment_score': '0.118666', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.641682', 'ticker_sentiment_score': '0.313493', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.628771', 'ticker_sentiment_score': '-0.108042', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.619534', 'ticker_sentiment_score': '0.223929', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.609617', 'ticker_sentiment_score': '0.309485', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
When a Trusted Brand Disappears (Published 2010),https://www.nytimes.com/2010/12/02/fashion/02SKINDEEP.html,20101130T193055,['Ricki Morell'],"This article explores the decline of Camay soap's popularity in the U.S. and the loyalty of its remaining customers, who resort to buying it online. It touches on the brand's history, its current market status as Procter & Gamble shifts focus to other products, and how other nostalgic brands like Old Spice and Prell are attempting comebacks. The piece highlights the emotional connection consumers have with long-standing brands and the challenges they face when these products become scarce.",,The New York Times,General,The New York Times,"[{'topic': 'retail_wholesale', 'relevance_score': '0.817689'}]",0.119746,Neutral,"[{'ticker': 'PG', 'relevance_score': '0.969933', 'ticker_sentiment_score': '0.053918', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.618026', 'ticker_sentiment_score': '0.309290', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'K', 'relevance_score': '0.563579', 'ticker_sentiment_score': '0.043676', 'ticker_sentiment_label': 'Neutral'}]"
