title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"Aegis Baseline 10 for Joint Battle Management | Proceedings - October 2021 Vol. 147/10/1,424",https://www.usni.org/magazines/proceedings/2021/october/aegis-baseline-10-joint-battle-management,20211001T180539,['Edward J. Walsh'],"Lockheed Martin is working with Huntington Ingalls Industries on the initial lightoff of the Aegis combat system for the USS Jack H. Lucas (DDG-125), the first Flight III Arleigh Burke-class destroyer. The new Baseline 10 software will integrate with the SPY-6 air-and-missile-defense radar, demonstrating advanced joint domain operations capabilities. Lockheed Martin is also focusing on rapid combat system upgrades through digital transformation and virtualization, aiming to deliver improvements to the fleet much faster than current timelines.",https://www.usni.org/sites/default/files/styles/hero_image/public/NS-PRO-10-21%201.jpg?itok=3wG9lVHX,U.S. Naval Institute,General,U.S. Naval Institute,"[{'topic': 'technology', 'relevance_score': '0.835848'}]",0.510927,Bullish,"[{'ticker': 'HII', 'relevance_score': '0.918438', 'ticker_sentiment_score': '0.742300', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LMT', 'relevance_score': '0.812256', 'ticker_sentiment_score': '0.611117', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'RTX', 'relevance_score': '0.723423', 'ticker_sentiment_score': '0.513733', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.570921', 'ticker_sentiment_score': '0.109897', 'ticker_sentiment_label': 'Neutral'}]"
"IonQ Becomes First Publicly Traded, Pure-Play Quantum Computing Company; Closes Business Combination with dMY Technology Group III",https://www.ionq.com/news/october-01-2021-ionq-listed-on-nyse,20211001T180808,[],"IonQ, Inc. announced the completion of its business combination with dMY Technology Group, Inc. III, making it the first publicly traded, pure-play quantum computing company. The company's common stock and warrants began trading on the NYSE under ""IONQ"" and ""IONQ.WS"" respectively, after receiving $636 million in gross proceeds to fuel growth and commercialization. IonQ also reported tripling its 2021 contract bookings expectations to $15 million, highlighting the accelerating demand for quantum computing.",,IonQ Quantum Computing,General,IonQ Quantum Computing,"[{'topic': 'ipo', 'relevance_score': '1.000000'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.940338'}, {'topic': 'technology', 'relevance_score': '0.837197'}, {'topic': 'financial_markets', 'relevance_score': '0.643514'}, {'topic': 'finance', 'relevance_score': '0.622778'}]",0.212971,Somewhat-Bullish,"[{'ticker': 'IONQ', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.499625', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MS', 'relevance_score': '0.637972', 'ticker_sentiment_score': '0.102227', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.623308', 'ticker_sentiment_score': '0.143813', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.587751', 'ticker_sentiment_score': '0.218856', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Apple, Amazon, Microsoft, Disney Among Major Corporations Lying About Supporting Climate Action",https://www.ecowatch.com/greenwashing-corporations-climate-action-2655204112.html,20211001T181508,[],"A new analysis by watchdog group Accountable.US reveals that major corporations like Apple, Amazon, Microsoft, and Disney are funding lobbying groups that actively work against significant climate legislation, despite publicly claiming to support climate action. These companies are reportedly supporting or directing organizations such as the U.S. Chamber of Commerce and Business Roundtable in their efforts to defeat the $3.5 trillion Build Back Better Act. This behavior is labeled as ""greenwashing,"" where companies project an environmentally responsible image while undermining climate initiatives behind the scenes.",https://www.ecowatch.com/wp-content/uploads/2021/10/777729574-origin.jpg,EcoWatch,General,EcoWatch,"[{'topic': 'economy_fiscal', 'relevance_score': '0.944846'}, {'topic': 'technology', 'relevance_score': '0.815435'}, {'topic': 'energy_transportation', 'relevance_score': '0.714033'}]",-0.300942,Somewhat-Bearish,"[{'ticker': 'MSFT', 'relevance_score': '0.922471', 'ticker_sentiment_score': '-0.343811', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.913461', 'ticker_sentiment_score': '-0.308769', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.822002', 'ticker_sentiment_score': '-0.323926', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DIS', 'relevance_score': '0.738453', 'ticker_sentiment_score': '-0.343423', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
"Rivian details $1 billion loss, Amazon deal in IPO filing",https://www.detroitnews.com/story/business/autos/2021/10/01/rivian-details-1-billion-loss-amazon-deal-ipo-filing/5960638001/,20211001T193552,['Crystal Tse and Edward Ludlow'],"Rivian Automotive Inc., an electric pickup maker backed by Amazon.com Inc., disclosed a net loss of almost $1 billion in the first half of the year in its initial public offering paperwork. The company is seeking to be valued at about $80 billion and has significant backing from investors like Amazon and Ford Motor Co., alongside strong pre-order interest for its vehicles. The filing also detailed its exclusive four-year deal with Amazon for delivery vehicles, although Amazon isn't bound by minimum purchase requirements.",NULL,The Detroit News,General,The Detroit News,"[{'topic': 'earnings', 'relevance_score': '0.909324'}, {'topic': 'ipo', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.802628'}, {'topic': 'manufacturing', 'relevance_score': '0.628501'}, {'topic': 'technology', 'relevance_score': '0.709669'}]",0.182518,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '0.914536', 'ticker_sentiment_score': '0.310237', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'F', 'relevance_score': '0.626460', 'ticker_sentiment_score': '0.142758', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.635731', 'ticker_sentiment_score': '0.132972', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.608467', 'ticker_sentiment_score': '0.107197', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.612760', 'ticker_sentiment_score': '0.116065', 'ticker_sentiment_label': 'Neutral'}]"
Friday’s analyst upgrades and downgrades,https://theglobeandmail.com/investing/markets/inside-the-market/article-fridays-analyst-upgrades-and-downgrades-176,20211001T195645,['David Leeder'],"This article details various analyst upgrades and downgrades on October 1, 2021, covering companies in the fertilizer, real estate, energy infrastructure, gaming, and renewable royalties sectors. Analysts from Citi, JP Morgan, TD Securities, Credit Suisse, RBC Dominion Securities, Raymond James, National Bank Financial, CIBC World Markets, Scotia Capital, and Piper Sandler provided updated ratings, price targets, and rationales for their investment recommendations. Key companies discussed include Nutrien Ltd., various Canadian REITs, Tidewater Midstream and Infrastructure Ltd., Enthusiast Gaming Holdings Inc., Altius Renewable Royalties Corp., and several large-cap internet stocks.",,The Globe and Mail,General,The Globe and Mail,"[{'topic': 'financial_markets', 'relevance_score': '0.923569'}, {'topic': 'earnings', 'relevance_score': '0.816277'}, {'topic': 'real_estate', 'relevance_score': '0.702499'}, {'topic': 'energy_transportation', 'relevance_score': '0.646523'}, {'topic': 'technology', 'relevance_score': '0.604031'}]",0.339692,Somewhat-Bullish,"[{'ticker': 'CF', 'relevance_score': '0.954975', 'ticker_sentiment_score': '0.317997', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MOS', 'relevance_score': '0.728983', 'ticker_sentiment_score': '0.325771', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.670101', 'ticker_sentiment_score': '0.420726', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.648939', 'ticker_sentiment_score': '0.348206', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Rivian Details $1 Billion Loss, Amazon Deal in IPO Filing",https://www.bloomberg.com/news/articles/2021-10-01/amazon-backed-electric-pickup-maker-rivian-rolls-out-ipo,20211001T220500,['Crystal Tse and Edward Ludlow'],"Rivian Automotive Inc., an electric vehicle manufacturer backed by Amazon.com Inc., disclosed a net loss of almost $1 billion in the first half of the year in its initial public offering filing. The startup also revealed nearly 50,000 pre-orders for its first vehicles and committed to an exclusive four-year van deal with Amazon. The IPO filing listed a placeholder size of $100 million, which will be adjusted when the terms of the share sale are finalized.",,Bloomberg.com,General,Bloomberg.com,"[{'topic': 'ipo', 'relevance_score': '0.911582'}, {'topic': 'earnings', 'relevance_score': '0.803547'}, {'topic': 'energy_transportation', 'relevance_score': '0.739387'}, {'topic': 'technology', 'relevance_score': '0.613104'}, {'topic': 'retail_wholesale', 'relevance_score': '0.629768'}]",0.146055,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.913045', 'ticker_sentiment_score': '0.136533', 'ticker_sentiment_label': 'Neutral'}]"
Amazon Turns Negative for 2021 as Higher Yields Add to Pressure,https://www.bloomberg.com/news/articles/2021-10-04/amazon-turns-negative-for-2021-as-higher-yields-add-to-pressure,20211004T144600,['Ryan Vlastelica'],"Amazon's stock turned negative for 2021 after a sharp decline, marking its longest slump since August 2019. The e-commerce giant's shares are being pressured by rising Treasury yields, which are negatively impacting the earnings outlook for companies with high valuations. Amazon is now the only one of Wall Street's five largest companies to be in negative territory for the year.",,Bloomberg.com,General,Bloomberg.com,"[{'topic': 'financial_markets', 'relevance_score': '0.914077'}, {'topic': 'economy_monetary', 'relevance_score': '0.818464'}, {'topic': 'earnings', 'relevance_score': '0.718833'}, {'topic': 'technology', 'relevance_score': '0.629189'}, {'topic': 'retail_wholesale', 'relevance_score': '0.614615'}]",-0.619997,Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.641701', 'ticker_sentiment_label': 'Bearish'}]"
U.S. Supreme Court rebuffs Oracle challenge to Pentagon cloud contract,https://www.reuters.com/legal/government/us-supreme-court-rebuffs-oracle-challenge-pentagon-cloud-contract-2021-10-04/,20211004T161000,['Andrew Chung'],"The U.S. Supreme Court declined to hear Oracle Corp's challenge to the Pentagon's now-canceled $10 billion JEDI cloud computing contract. A lower court had ruled that Oracle was not harmed by any errors in the contract award process as the company would not have qualified. The JEDI contract, initially awarded to Microsoft Corp and later scrapped, is being replaced by a new contract expected to include Amazon.com.",https://www.reuters.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-2.images.arcpublishing.com%2Freuters%2FVOWK4P32XNLE7J66F6K56V6X2E.jpg?auth=95856942918bb6b2e118ae032a3f7895e3474a24220b30bb0dd0e1548e6587c6&width=1200&height=628&quality=80&smart=true,Reuters,General,Reuters,"[{'topic': 'economy_fiscal', 'relevance_score': '0.910826'}, {'topic': 'technology', 'relevance_score': '0.834250'}]",0.028429,Neutral,"[{'ticker': 'ORCL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.402246', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.732501', 'ticker_sentiment_score': '0.236224', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.646138', 'ticker_sentiment_score': '0.223846', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Cannondale bikes will be featured at new Public Lands speciality stores,https://www.bicycleretailer.com/retail-news/2021/10/04/dicks-expands-bike-market-reach-public-lands-opening,20211004T175615,['Dean Yobbi'],"Dick's Sporting Goods is expanding into the cycling market with its new Public Lands specialty outdoor concept stores, which will feature Cannondale mountain bikes and e-bikes, a full-service bike repair shop, and accessories. These stores aim to cater to a wide range of outdoor enthusiasts, or ""explorers,"" offering cycling classes and events while focusing on inclusivity and supporting local outdoor communities. The first Public Lands store opened near Pittsburgh, with a second planned for Columbus, Ohio, and further brick-and-mortar expansion to be determined.",https://www.bicycleretailer.com/sites/default/files/styles/article_primary_image/public/images/article/210826_cycling_tm_0219_1.jpg?itok=sFcDkRvZ,Bicycle Retailer & Industry News,General,Bicycle Retailer & Industry News,"[{'topic': 'retail_wholesale', 'relevance_score': '0.943369'}]",0.189272,Somewhat-Bullish,"[{'ticker': 'DKS', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.313646', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BBY', 'relevance_score': '0.640264', 'ticker_sentiment_score': '0.118281', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.631645', 'ticker_sentiment_score': '0.137636', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.611513', 'ticker_sentiment_score': '0.147234', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LULU', 'relevance_score': '0.609002', 'ticker_sentiment_score': '0.106865', 'ticker_sentiment_label': 'Neutral'}]"
Albertsons’ stock price has doubled since it went public. Can it keep the momentum going?,https://www.grocerydive.com/news/albertsons-stock-price-has-doubled-since-it-went-public-can-it-keep-the-m/607420/,20211004T181048,['Sam Silverstein'],"Albertsons' stock price has doubled since its 2020 IPO, largely due to its rapid embrace of technology and omnichannel capabilities under CEO Vivek Sankaran. The company has invested heavily in digital partnerships, pickup services, and automated micro-fulfillment centers to catch up with rivals and adapt to changing consumer behaviors. While analysts acknowledge Albertsons' significant progress in digital transformation and executive team enhancements, concerns remain about its reliance on third-party delivery and its ""high-low"" pricing strategy compared to competitors' everyday low prices.",https://imgproxy.divecdn.com/3KG6RvPgHpoAFYtpxdQ_7obGgSB6Nv4pisLPm7Ydm5o/g:ce/rs:fill:1200:675:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0xMjYwNjEwMTIyLmpwZw==.webp,Grocery Dive,General,Grocery Dive,"[{'topic': 'ipo', 'relevance_score': '0.832842'}, {'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.830398'}, {'topic': 'financial_markets', 'relevance_score': '0.746141'}]",0.108706,Neutral,"[{'ticker': 'KR', 'relevance_score': '0.868196', 'ticker_sentiment_score': '-0.084084', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.713618', 'ticker_sentiment_score': '0.129978', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.628347', 'ticker_sentiment_score': '0.138275', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DASH', 'relevance_score': '0.558870', 'ticker_sentiment_score': '0.184124', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
