title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Amazon and Walmart Thought India Would Be Their Next Giant Market. India’s Shopkeepers Would Like to Disagree,https://fortune.com/2019/12/02/amazon-walmart-india-shopkeeper-protest-predatory-pricing/,20191202T014116,"['Ari Altstedter', 'Bloomberg']","Indian shopkeepers are protesting against Amazon and Walmart's e-commerce operations, alleging predatory pricing and violation of regulations designed to protect local businesses. This conflict arises as India investigates these allegations, and local merchants, a significant political force, lobby the government to protect their interests from the global giants. The shopkeepers claim that e-commerce deep discounting is driving them out of business, despite earlier regulatory changes aimed at leveling the playing field.",,Fortune,General,Fortune,"[{'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'economy_macro', 'relevance_score': '0.939158'}, {'topic': 'economy_fiscal', 'relevance_score': '0.733688'}]",-0.231278,Somewhat-Bearish,"[{'ticker': 'WMT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.254284', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.943106', 'ticker_sentiment_score': '-0.238484', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Rigetti Quantum Computers Now Available via Amazon Web Services,https://www.prnewswire.com/news-releases/rigetti-quantum-computers-now-available-via-amazon-web-services-300967559.html,20191202T132200,[],"Rigetti Computing announced its quantum computers are now available through Amazon Braket, a new fully managed Amazon Web Services (AWS) solution. This collaboration significantly expands access to Rigetti's quantum systems, allowing scientists, researchers, and developers to experiment with their 32-qubit superconducting chip technology. Rigetti has also joined the AWS Partner Network to develop quantum computing applications for enterprise customers.",,PR Newswire,General,PR Newswire,"[{'topic': 'technology', 'relevance_score': '0.918697'}]",0.387111,Bullish,"[{'ticker': 'RGTI', 'relevance_score': '0.941463', 'ticker_sentiment_score': '0.449355', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.748026', 'ticker_sentiment_score': '0.338537', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Weak Brick-and-Mortar Holiday Shopping Can Fuel ""CLIX"" ETF",https://www.etftrends.com/leveraged-inverse-channel/weak-brick-and-mortar-holiday-shopping-can-flue-clix-etf/,20191202T225819,['Ben Hernandez'],"Online shopping surged for Black Friday, leading to a 6% drop in sales for brick-and-mortar stores. This trend suggests potential gains for the Long Online/Short Stores ETF (CLIX), which invests in online retailers and shorts physical stores. The article also mentions the Direxion Daily Retail Bull 3X ETF (RETL) for those bullish on retail sales during the Christmas season.",https://www.etftrends.com/wp-content/uploads/2025/09/Leveraged_Inverse_Direxion_masthead_overlay_1600x121@2x.png,ETF Trends,General,ETF Trends,"[{'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.810820'}, {'topic': 'finance', 'relevance_score': '0.701459'}, {'topic': 'economy_macro', 'relevance_score': '0.640597'}]",0.176023,Somewhat-Bullish,"[{'ticker': 'CLIX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.412518', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.742321', 'ticker_sentiment_score': '0.314744', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BBY', 'relevance_score': '0.601602', 'ticker_sentiment_score': '-0.346973', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Amazon’s AWS Will Now Power FOX’s Streaming Services Including FOX Sports,https://cordcuttersnews.com/amazons-aws-will-now-power-foxs-streaming-services-including-fox-sports/,20191203T002154,['Luke Bouma'],"Amazon Web Services (AWS) has partnered with FOX to power all of FOX’s streaming services, including the FOX Sports app, and the backend for over 200 affiliate FOX stations. This collaboration aims to enhance the delivery of live sports, news, and entertainment through AWS Media Services, AWS Outposts for on-premises video processing, and AWS analytics and machine learning services for improved user experiences. FOX anticipates increased quality and reliability for its streaming services and affiliates as a result of this extended partnership.",,| Cord Cutters News,General,| Cord Cutters News,"[{'topic': 'technology', 'relevance_score': '0.922817'}]",0.302824,Somewhat-Bullish,"[{'ticker': 'FOXA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.400406', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.947273', 'ticker_sentiment_score': '0.317539', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOX', 'relevance_score': '0.743120', 'ticker_sentiment_score': '0.407733', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CMCSA', 'relevance_score': '0.612814', 'ticker_sentiment_score': '0.102004', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.555468', 'ticker_sentiment_score': '0.105177', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft Security—a Leader in 5 Gartner Magic Quadrants,https://www.microsoft.com/en-us/security/blog/2019/12/03/microsoft-security-leader-5-gartner-magic-quadrants/,20191203T003703,['Dan Anderson'],"Microsoft Security has been recognized as a Leader in five Gartner Magic Quadrants across various security areas including Cloud Access Security Brokers (CASB), Access Management, Enterprise Information Archiving, Unified Endpoint Management (UEM) tools, and Endpoint Protection Platforms. This recognition highlights the breadth and depth of Microsoft's security offerings, emphasizing their integrated approach that works across different cloud environments and non-Microsoft solutions. The article details Microsoft's strengths in each of these five categories, showcasing their commitment to providing comprehensive and integrated security solutions.",,Microsoft,General,Microsoft,"[{'topic': 'technology', 'relevance_score': '0.902846'}]",0.521722,Bullish,"[{'ticker': 'IT', 'relevance_score': '0.983187', 'ticker_sentiment_score': '0.715406', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.839520', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CRM', 'relevance_score': '0.644606', 'ticker_sentiment_score': '0.328371', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.621536', 'ticker_sentiment_score': '0.333278', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.577629', 'ticker_sentiment_score': '0.309825', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Intel in talks to buy Israeli AI chip co Habana Labs,https://en.globes.co.il/en/article-intel-in-talks-to-buy-israeli-chip-co-habana-labs-1001309508,20191203T115200,['Uri Berkovitz'],"Intel is reportedly in advanced talks to acquire Israeli AI chip startup Habana Labs for an estimated $1 billion. Habana Labs, founded in 2016, previously raised $120 million, with Intel Capital leading its latest financing round in November 2018. If the acquisition proceeds, it would significantly strengthen Intel's position in the AI chip market, where Habana Labs has developed specialized AI Training and Inference Processors.",,Globes - Israel Business News,General,Globes - Israel Business News,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.936568'}, {'topic': 'finance', 'relevance_score': '0.622601'}]",0.128001,Neutral,"[{'ticker': 'CDNS', 'relevance_score': '0.704965', 'ticker_sentiment_score': '0.106336', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'INTC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.338614', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.820972', 'ticker_sentiment_score': '-0.105754', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.642894', 'ticker_sentiment_score': '0.142348', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.611035', 'ticker_sentiment_score': '0.131506', 'ticker_sentiment_label': 'Neutral'}]"
It’s hard for shoppers to avoid Amazon — even in their investments,https://www.marketwatch.com/story/its-hard-for-shoppers-to-avoid-amazon-even-in-their-etfs-2019-11-19?gaa_at=eafs&gaa_n=AWEtsqclmoS4-6rU2wg0wFkQ7wYtKty3eYlrY-hr5KV7tCAfn0HUsoeDz_BI&gaa_ts=69080a3e&gaa_sig=WM6s6dHUevgOoM7g1_Ep1a0Unj2_D1yIb_cN6phR63e3f-58uo-4uZQOuz5d-QJIf0WKUGX_HlXJD1DT1x0BYQ%3D%3D,20191203T160800,[],"This article discusses the challenge for investors to avoid Amazon's influence, even in diversified portfolios, due to its pervasive market presence. It emphasizes the importance of understanding what one is investing in, particularly when considering the consumer discretionary sector. The piece also raises the question of whether consumer discretionary or consumer staples companies are better investments depending on the economic outlook.",,MarketWatch,General,MarketWatch,"[{'topic': 'financial_markets', 'relevance_score': '0.833750'}, {'topic': 'economy_macro', 'relevance_score': '0.715824'}, {'topic': 'retail_wholesale', 'relevance_score': '0.836739'}, {'topic': 'technology', 'relevance_score': '0.626462'}]",0.065827,Neutral,"[{'ticker': 'VCR', 'relevance_score': '0.347297', 'ticker_sentiment_score': '0.020669', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.133212', 'ticker_sentiment_label': 'Neutral'}]"
It’s hard for shoppers to avoid Amazon — even in their investments,https://www.marketwatch.com/story/its-hard-for-shoppers-to-avoid-amazon-even-in-their-etfs-2019-11-19?gaa_at=eafs&gaa_n=AWEtsqcE0V3zjN_gISoJw3GjucUE21dXlv8RUyXQEagsz_skv86P5dqz8PxA&gaa_ts=6907f8a6&gaa_sig=L88zLxvQqaJg626pLXCQtCUYKN0soyxutAcx9KZpbpXOyr2mCm1UoFp6UmwMqFyco4hJdEFgcMkXBlky20EEAw%3D%3D,20191203T160800,[],"The article discusses the challenge for investors to avoid exposure to Amazon, even within diversified investments like ETFs. It raises the question of investing in the consumer discretionary sector, linking it to beliefs about an impending economic downturn. The core message emphasizes the importance of understanding one's investments.",,MarketWatch,General,MarketWatch,"[{'topic': 'financial_markets', 'relevance_score': '0.902926'}, {'topic': 'retail_wholesale', 'relevance_score': '0.702525'}, {'topic': 'economy_macro', 'relevance_score': '0.601112'}, {'topic': 'finance', 'relevance_score': '0.628309'}]",0.068835,Neutral,"[{'ticker': 'FDIS', 'relevance_score': '0.302045', 'ticker_sentiment_score': '0.048709', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.916386', 'ticker_sentiment_score': '0.112556', 'ticker_sentiment_label': 'Neutral'}]"
It’s hard for shoppers to avoid Amazon — even in their investments,https://www.marketwatch.com/story/its-hard-for-shoppers-to-avoid-amazon-even-in-their-etfs-2019-11-19?gaa_at=eafs&gaa_n=AWEtsqdCv_Pdm2rnvlAe1pGIwgEWvv0bmdzkzW_ri2_F0CsPdu3UsMKS6J0M&gaa_ts=6907fd58&gaa_sig=qPcGiAgmxYcN4Qap-3HH6vSL638e9ZKBuo5eA7t_9ivkT2fJfHYa_XnOBhUBkCzb51R5dkRYDqKi0njtuMy1Fg%3D%3D,20191203T160800,['NULL'],"This article discusses the pervasive presence of Amazon, not just in consumer shopping habits but also increasingly within investment portfolios. It raises the question of whether to invest in the consumer discretionary sector, linking the decision to beliefs about a potential economic downturn. The core message emphasizes the importance of understanding what one is investing in.",NULL,MarketWatch,General,MarketWatch,"[{'topic': 'financial_markets', 'relevance_score': '0.809876'}, {'topic': 'retail_wholesale', 'relevance_score': '0.702646'}, {'topic': 'economy_macro', 'relevance_score': '0.612367'}]",0.026439,Neutral,"[{'ticker': 'IYC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.038701', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.900968', 'ticker_sentiment_score': '0.027262', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.608696', 'ticker_sentiment_score': '0.027355', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TGT', 'relevance_score': '0.612382', 'ticker_sentiment_score': '0.004432', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.608030', 'ticker_sentiment_score': '0.003548', 'ticker_sentiment_label': 'Neutral'}]"
It’s hard for shoppers to avoid Amazon — even in their investments,https://www.marketwatch.com/story/its-hard-for-shoppers-to-avoid-amazon-even-in-their-etfs-2019-11-19?gaa_at=eafs&gaa_n=AWEtsqdkSEAEwiwwnrgbIg3c9dZZHSjZzZalCr5Erli313zrUODFZfC-_VYU&gaa_ts=6907fd58&gaa_sig=MityxtzY4aNYr0w6RFK9kNK92WsSSpB_EqJw_dS2TVGvJkQ3x6RI5wxGiotM1OLrd6ad8kxz-MSDIUClvy6Z9A%3D%3D,20191203T160800,[],"This article discusses the pervasive presence of Amazon not just in shopping, but also in investment portfolios, particularly within the consumer discretionary sector. It raises the question of whether investors should prioritize consumer discretionary stocks or consumer staples, depending on their outlook on the economic forecast. The core message emphasizes the importance of understanding what you are investing in.",,MarketWatch,General,MarketWatch,"[{'topic': 'financial_markets', 'relevance_score': '0.935852'}, {'topic': 'retail_wholesale', 'relevance_score': '0.732721'}, {'topic': 'economy_macro', 'relevance_score': '0.647970'}]",0.157331,Somewhat-Bullish,"[{'ticker': 'IYK', 'relevance_score': '0.312852', 'ticker_sentiment_score': '0.037916', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.915146', 'ticker_sentiment_score': '0.313936', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
