title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
PetSmart upgraded thanks in part to Chewy IPO,https://www.retaildive.com/news/petsmart-upgraded-thanks-in-part-to-chewy-ipo/557990/,20190701T012210,['Caroline Jansen'],"PetSmart's credit rating has been upgraded by Moody's Investor Service and S&P Global, partially due to the success of Chewy's initial public offering. The IPO proceeds allowed PetSmart to repay debt, improving its leverage and overall financial outlook. This upgrade comes despite an increasingly saturated pet retail market.",,Retail Dive,General,Retail Dive,"[{'topic': 'finance', 'relevance_score': '0.806109'}, {'topic': 'ipo', 'relevance_score': '1.000000'}, {'topic': 'retail_wholesale', 'relevance_score': '0.915676'}, {'topic': 'financial_markets', 'relevance_score': '0.706100'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.648412'}]",0.207934,Somewhat-Bullish,"[{'ticker': 'SPGI', 'relevance_score': '0.936403', 'ticker_sentiment_score': '0.805660', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.719328', 'ticker_sentiment_score': '-0.132163', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.620309', 'ticker_sentiment_score': '-0.105164', 'ticker_sentiment_label': 'Neutral'}]"
Elastic SIEM woos enterprises with cost savings,https://www.techtarget.com/searchitoperations/news/252466110/Elastic-SIEM-woos-enterprises-with-cost-savings,20190701T013151,['Beth Pariseau'],"Elastic SIEM is gaining interest from enterprises, especially former Splunk users, due to its promise of cost savings and its ability to centralize security analytics and IT monitoring data. The tool standardizes data schemas and offers a competitive alternative to established players like Splunk and AWS in the security analytics market. Its future integration with Endgame, an endpoint security company, is seen as a significant long-term appeal for the application.",,TechTarget,General,TechTarget,"[{'topic': 'technology', 'relevance_score': '0.915208'}]",0.118458,Neutral,"[{'ticker': 'TTGT', 'relevance_score': '0.305494', 'ticker_sentiment_score': '0.024582', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AFL', 'relevance_score': '0.631042', 'ticker_sentiment_score': '0.343476', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CSCO', 'relevance_score': '0.602808', 'ticker_sentiment_score': '0.105876', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.629644', 'ticker_sentiment_score': '0.103017', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PANW', 'relevance_score': '0.614103', 'ticker_sentiment_score': '-0.148568', 'ticker_sentiment_label': 'Neutral'}]"
GIC to Fuel Equinix’s Hyperscale Market Ambition,https://www.datacenterknowledge.com/hyperscalers/gic-to-fuel-equinix-s-hyperscale-market-ambition,20190702T001630,['Yevgeniy Sverdlik'],"Equinix, the world’s largest data center provider, is partnering with GIC, Singapore’s sovereign wealth fund, in a $1 billion joint venture to build and operate hyperscale data centers for major digital platforms. This initiative, branded xScale, aims to address the growing demand from tech giants like Alibaba, Amazon, and Microsoft for large-scale data center capacity, especially in Europe. The move allows Equinix to expand into the hyperscale market without cannibalizing its core retail colocation business, leveraging GIC’s capital for significant investments.",,Data Center Knowledge,General,Data Center Knowledge,"[{'topic': 'real_estate', 'relevance_score': '0.947045'}, {'topic': 'technology', 'relevance_score': '0.826652'}, {'topic': 'finance', 'relevance_score': '0.736038'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.623796'}]",0.244938,Somewhat-Bullish,"[{'ticker': 'EQIX', 'relevance_score': '0.995546', 'ticker_sentiment_score': '0.323995', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.726980', 'ticker_sentiment_score': '0.304487', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.665049', 'ticker_sentiment_score': '0.308949', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.627246', 'ticker_sentiment_score': '0.331764', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DLR', 'relevance_score': '0.587319', 'ticker_sentiment_score': '-0.116751', 'ticker_sentiment_label': 'Neutral'}]"
Interview with Thomas M. Siebel on Digital Tranformation,https://c3.ai/digital-transformation-leaders-thomas-siebel/,20190702T234210,['LEADERS magazine Editor’s Note'],"Thomas M. Siebel, Chairman and CEO of C3.ai, discusses his entrepreneurial journey from Oracle to Siebel Systems and now C3.ai, highlighting the impact of digital transformation driven by elastic cloud computing, big data, AI, and IoT. He shares insights on building a company culture, the potential negative impacts of AI, and the thesis of his book ""Digital Transformation,"" urging business leaders to adapt to an existential shift in the corporate world. Siebel also touches on entrepreneurial philanthropy and offers advice to young professionals.",,C3 AI,General,C3 AI,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.746968'}]",0.209688,Somewhat-Bullish,"[{'ticker': 'AI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.400892', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'ORCL', 'relevance_score': '0.733404', 'ticker_sentiment_score': '0.329790', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.623305', 'ticker_sentiment_score': '-0.416676', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.609274', 'ticker_sentiment_score': '0.346865', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.611615', 'ticker_sentiment_score': '0.342368', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"In Court Filing, Prime Inc. Says Amazon’s Use of ‘Prime’ Causes Confusion",https://www.ttnews.com/articles/court-filing-prime-inc-says-amazons-use-prime-causes-confusion,20190703T154500,['Blake Brittain'],"Prime Inc. has filed a complaint against Amazon, alleging that Amazon’s use of ""Prime"" on its shipping vehicles creates a likelihood of confusion with Prime Inc.'s trucking business. Prime Inc. claims Amazon's trademark registration should be canceled due to fraud, as Amazon did not transport goods itself at the time of its 2005 application. Prime Inc. is seeking injunctive relief, damages, and attorneys' fees in addition to trademark cancellation.",,Transport Topics,General,Transport Topics,"[{'topic': 'retail_wholesale', 'relevance_score': '0.828779'}, {'topic': 'energy_transportation', 'relevance_score': '0.737970'}]",-0.206165,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.215565', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Amazon can be held liable for third-party seller products: U.S. appeals court,https://www.reuters.com/article/technology/amazon-can-be-held-liable-for-third-party-seller-products-us-appeals-court-idUSKCN1TY2HM/,20190703T213800,['Brendan Pierson'],"A federal appeals court has ruled that Amazon.com Inc can be held liable for defective products sold by third-party vendors on its platform, a decision that departs from previous court rulings. This ruling, based on Pennsylvania law, stemmed from a lawsuit filed by a customer who was injured by a retractable dog leash purchased via Amazon's website. The court highlighted that Amazon's business model can obscure third-party vendors, leaving injured customers without direct recourse.",https://www.reuters.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-2.images.arcpublishing.com%2Freuters%2FG7B44265QZIRVCD625BIF7Y37E.jpg?auth=5fccb369ec23730e704975f80b85a3c988970e28f33166687063be8403d52671&width=960&quality=80,Reuters,General,Reuters,"[{'topic': 'retail_wholesale', 'relevance_score': '0.824881'}, {'topic': 'technology', 'relevance_score': '0.729773'}]",-0.322915,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.347646', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Mark Shuttleworth sold a tech startup he built in his garage for $575 million and used the money to visit space,https://www.businessinsider.com/mark-shuttleworth-sold-575-million-startup-went-to-space-2019-7,20190704T080000,['Charlie Wood'],"Mark Shuttleworth, founder of Thawte, sold his tech startup for $575 million in 1999 and used $20 million to finance a trip to space in 2002. He later founded Canonical, an open-source software provider, which he fully funded himself. Shuttleworth details his journey from starting Thawte in his parents' garage to his space adventure and his vision for open source through Canonical.",,Business Insider,General,Business Insider,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.809052'}]",0.052242,Neutral,"[{'ticker': 'VRSN', 'relevance_score': '0.934296', 'ticker_sentiment_score': '-0.147420', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.636789', 'ticker_sentiment_score': '0.139570', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.637045', 'ticker_sentiment_score': '0.101784', 'ticker_sentiment_label': 'Neutral'}]"
Report: Amazon Founder Bezos’ Divorce Final; Settlement $38B,https://www.voanews.com/a/usa_report-amazon-founder-bezos-divorce-final-settlement-38b/6171274.html,20190706T042500,['Reuters'],"Amazon.com Inc. founder Jeff Bezos and MacKenzie Bezos have finalized their divorce, with MacKenzie set to receive $38.3 billion in Amazon stock. Jeff Bezos will retain voting control of her shares and remains the world's richest person with a 12% stake. MacKenzie Bezos has pledged to give half of her fortune to charity as part of the ""Giving Pledge.""",,VOA - Voice of America English News,General,VOA - Voice of America English News,"[{'topic': 'finance', 'relevance_score': '0.825649'}]",0.003645,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.321464', 'ticker_sentiment_score': '0.027353', 'ticker_sentiment_label': 'Neutral'}]"
Razer Chroma lighting comes to AMD Ryzen 7 and 9 Wraith Prism fans,https://www.windowscentral.com/razer-chroma-lighting-comes-amd-ryzen-7-and-9-wraith-prism-fans,20190707T234641,['Dan Thorp-Lancaster'],"Razer has partnered with AMD to integrate Chroma RGB lighting into the Wraith Prism fans included with AMD's new 3rd Gen Ryzen 7 and 9 CPUs. This collaboration allows users to synchronize the lighting of their CPU cooler with other Razer Chroma accessories through the Synapse software, enhancing the aesthetic consistency of gaming setups. The 3rd Gen Ryzen 3000 Series CPUs, with prices starting at $200, are now available, though Chroma integration is exclusive to the Ryzen 7 and 9 chips.",,Windows Central,General,Windows Central,"[{'topic': 'retail_wholesale', 'relevance_score': '0.624614'}, {'topic': 'technology', 'relevance_score': '1.000000'}]",0.227346,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.309255', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.649829', 'ticker_sentiment_score': '0.141077', 'ticker_sentiment_label': 'Neutral'}]"
"Prime, Inc. trucking sues Amazon Prime for use of name",https://www.ky3.com/content/news/Prime-Inc-trucking-sues-Amazon-Prime-for-use-of-name-512426552.html,20190708T140400,[],"Prime, Inc., a Springfield-based trucking company, is suing Amazon Prime for alleged trademark infringement. Prime, Inc. claims Amazon's use of ""Prime"" on its tractor-trailers causes confusion and economic loss, despite being notified over two years ago. The lawsuit seeks significant damages, arguing Amazon's infringement is ""intentional, willful, and malicious.""",,KY3,General,KY3,"[{'topic': 'retail_wholesale', 'relevance_score': '0.801799'}, {'topic': 'financial_markets', 'relevance_score': '0.630167'}, {'topic': 'energy_transportation', 'relevance_score': '0.905714'}]",0.01943,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.320662', 'ticker_sentiment_score': '0.022293', 'ticker_sentiment_label': 'Neutral'}]"
