title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Intel Offers Innovative Approach to IoT Scaling and Security,https://www.intc.com/news-events/press-releases/detail/200/intel-offers-innovative-approach-to-iot-scaling-and-security,20171003T043000,[],"Intel announced its Secure Device Onboard (Intel SDO) technology to address the challenges of scaling and securing IoT deployments. Intel SDO automates device onboarding, reducing setup time from hours to seconds and utilizing Intel Enhanced Privacy ID (Intel EPID) for anonymous authentication and secure communication. The technology is being adopted by other silicon providers and integrated into cloud platforms, with early successful implementation by Weatherford in the oil and gas sector.",,www.intc.com,General,www.intc.com,"[{'topic': 'technology', 'relevance_score': '0.929507'}]",0.332548,Somewhat-Bullish,"[{'ticker': 'INTC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.495009', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MCHP', 'relevance_score': '0.631753', 'ticker_sentiment_score': '0.300195', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.606556', 'ticker_sentiment_score': '0.312420', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.592037', 'ticker_sentiment_score': '0.254478', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.596682', 'ticker_sentiment_score': '0.250866', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
No need to take off your robe. Target will bring the paper towels to you,https://www.usatoday.com/story/money/2017/10/03/no-need-take-off-your-robe-target-bring-paper-towels-you/729386001/,20171003T053158,['Charisse Jones'],"Target is rolling out a new ""drive up"" service, currently in trial around Minneapolis and St. Paul, allowing shoppers to order items via an app and have employees bring purchases directly to their cars. This initiative aims to blend the convenience of online shopping with the immediate availability of in-store pickups, competing with similar services offered by retailers like Walmart. The service is being tested for a wider rollout to make shopping quicker and easier for busy customers.",,USA Today,General,USA Today,"[{'topic': 'retail_wholesale', 'relevance_score': '0.946732'}, {'topic': 'technology', 'relevance_score': '0.621151'}]",0.167737,Somewhat-Bullish,"[{'ticker': 'TGT', 'relevance_score': '0.991242', 'ticker_sentiment_score': '0.263091', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.740570', 'ticker_sentiment_score': '0.130415', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.626564', 'ticker_sentiment_score': '0.071254', 'ticker_sentiment_label': 'Neutral'}]"
How Much Traffic Whole Foods Is Taking From Walmart,https://247wallst.com/retail/2017/10/03/how-much-traffic-whole-foods-is-taking-from-walmart/,20171003T095500,['Chris Lange'],"Amazon's acquisition of Whole Foods and subsequent price cuts led to a significant increase in foot traffic, with a notable portion of new customers coming from Walmart. Research by Thasos Group indicates that 24% of new Whole Foods customers were previously loyal Walmart shoppers. The article also notes the impact on other grocers like Trader Joe's and Sprouts, and speculates on how further price cuts could attract lower-income customers.",,24/7 Wall St.,General,24/7 Wall St.,"[{'topic': 'retail_wholesale', 'relevance_score': '0.885722'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.726395'}, {'topic': 'financial_markets', 'relevance_score': '0.605760'}, {'topic': 'technology', 'relevance_score': '0.619774'}]",0.058591,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.975145', 'ticker_sentiment_score': '0.282006', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.852706', 'ticker_sentiment_score': '-0.237974', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TGT', 'relevance_score': '0.607951', 'ticker_sentiment_score': '0.023946', 'ticker_sentiment_label': 'Neutral'}]"
Amazon said to face EU order to pay millions in back taxes to Luxembourg,https://www.luxtimes.lu/luxembourg/amazon-said-to-face-eu-order-to-pay-millions-in-back-taxes-to-luxembourg/1207964.html,20171004T035140,['(Bloomberg)'],"Amazon.com Inc. is expected to face an order from the European Union to pay millions of euros in back taxes to Luxembourg, becoming the latest US giant targeted by the bloc's state-aid rules. This decision follows similar actions against Apple and is part of EU Competition Commissioner Margrethe Vestager's crackdown on tax loopholes, aiming to ensure fair competition. The EU has been investigating various individual tax deals and broader tax avoidance schemes across member states since 2013.",,Luxembourg Times,General,Luxembourg Times,"[{'topic': 'economy_fiscal', 'relevance_score': '0.919122'}, {'topic': 'retail_wholesale', 'relevance_score': '0.713348'}, {'topic': 'finance', 'relevance_score': '0.601331'}]",-0.397947,Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.442145', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'MCD', 'relevance_score': '0.632128', 'ticker_sentiment_score': '-0.344167', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.712989', 'ticker_sentiment_score': '-0.433600', 'ticker_sentiment_label': 'Bearish'}]"
The New Azrieli Sarona Tower is Israel’s Hottest Tech Real-Estate,"https://www.calcalistech.com/ctech/articles/0,7340,L-3722552,00.html",20171008T191100,['Yoav Stoler'],"The Azrieli Sarona Tower in Tel Aviv is attracting top tech companies like Amazon, Facebook, and Magic Leap, even before its official opening in 2018. Standing at over 830 feet, it is Israel's tallest and widest office building, with 95% of its space already leased despite premium prices. The tower's central location and state-of-the-art facilities make it a highly desirable hub for the tech industry, though early tenants are currently contending with construction noise and dust.",,CTech,General,CTech,"[{'topic': 'real_estate', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.942129'}]",0.309113,Somewhat-Bullish,"[{'ticker': 'SMWB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.417144', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.845113', 'ticker_sentiment_score': '0.340710', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.709472', 'ticker_sentiment_score': '0.315456', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'C', 'relevance_score': '0.608162', 'ticker_sentiment_score': '0.238530', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Angie's List is selling its 25-building East Washington Street campus and moving out,https://www.indystar.com/story/money/2017/10/09/angies-list-selling-its-east-side-campus-and-moving-out/745528001/,20171009T035143,['James Briggs'],"ANGI Homeservices Inc. is putting Angie's List's sprawling east-side campus up for sale and relocating up to 1,000 employees to other offices in Indianapolis. The property, consisting of 25 buildings and 190,000 square feet, is being listed by JLL, with a buyer expected to be identified within a few weeks and employees relocated by mid-2018. This move follows months of speculation after HomeAdvisor parent company IAC acquired Angie's List, and local stakeholders are keen for the new buyer to engage with the surrounding community.",,IndyStar,General,IndyStar,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '0.925654'}, {'topic': 'real_estate', 'relevance_score': '0.846282'}, {'topic': 'technology', 'relevance_score': '0.731759'}]",0.064574,Neutral,"[{'ticker': 'ANGIV', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.112049', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.694113', 'ticker_sentiment_score': '0.024054', 'ticker_sentiment_label': 'Neutral'}]"
How Clorox grew its e-commerce business 50 percent,https://digiday.com/marketing/clorox-grew-e-commerce-business-50-percent/,20171010T040703,['Yuyu Chen'],"The Clorox Company increased its e-commerce business by 50 percent overall and 98 percent on Amazon alone by focusing on digital marketing, including paid search on Amazon and leveraging its in-house data management platform. E-commerce now represents 4 percent of Clorox's total sales, and the company views Amazon as both a merchandising and marketing channel. Clorox uses lookalike audience targeting and sponsored ads on Amazon to drive sales and brand awareness, while also focusing on storytelling for branding.",,Digiday,General,Digiday,"[{'topic': 'retail_wholesale', 'relevance_score': '0.832715'}, {'topic': 'technology', 'relevance_score': '0.618878'}]",0.230231,Somewhat-Bullish,"[{'ticker': 'CLX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.433829', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.804875', 'ticker_sentiment_score': '0.307503', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PG', 'relevance_score': '0.605637', 'ticker_sentiment_score': '0.135746', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TGT', 'relevance_score': '0.634929', 'ticker_sentiment_score': '0.128297', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.602415', 'ticker_sentiment_score': '0.122019', 'ticker_sentiment_label': 'Neutral'}]"
"Walmart (WMT) Stock Soars on Guidance, $20 Billion Buyback",https://money.usnews.com/investing/stock-market-news/articles/2017-10-10/wal-mart-stores-inc-wmt-stock-soars-on-guidance-20-billion-buyback,20171010T122100,['Wayne Duggan'],"Walmart (WMT) stock rose over 4% after the company announced strong fiscal 2019 guidance, including 3% sales growth and 40% online sales growth, alongside a new $20 billion stock buyback program. This strategic focus on online sales and grocery initiatives is seen as a direct effort to compete with Amazon and is paying off, with Walmart projected to achieve 5% EPS growth in 2019. Despite a tough retail environment, WMT's stock is up more than 20% year-to-date.",,US News Money,General,US News Money,"[{'topic': 'earnings', 'relevance_score': '0.819156'}, {'topic': 'financial_markets', 'relevance_score': '0.940137'}, {'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.711224'}]",0.245744,Somewhat-Bullish,"[{'ticker': 'WMT', 'relevance_score': '0.978799', 'ticker_sentiment_score': '0.410199', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.717162', 'ticker_sentiment_score': '0.106622', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MCO', 'relevance_score': '0.594209', 'ticker_sentiment_score': '0.119506', 'ticker_sentiment_label': 'Neutral'}]"
Now Open: Lemonade Shares API Platform With ‘The World’,https://www.carriermanagement.com/news/2017/10/11/172080.htm,20171011T045132,[],"Lemonade announced the launch of a public API allowing developers to integrate insurance offerings into their own apps and websites. This initiative aims to make insurance more accessible and hassle-free, allowing partners to offer instant coverage for renters, condo, and homeowners insurance in Lemonade's active markets. The company likens this move to ""liberating technology"" adopted by companies like Amazon and Apple, enabling a broader ecosystem for insurance services.",,Carrier Management,General,Carrier Management,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.829495'}]",0.302456,Somewhat-Bullish,"[{'ticker': 'LMND', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.449109', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.654027', 'ticker_sentiment_score': '0.274065', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.614169', 'ticker_sentiment_score': '0.164703', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Kroger Weighs Sale of Convenience Stores,https://www.wsj.com/articles/kroger-weighs-sale-of-convenience-stores-1507737959?gaa_at=eafs&gaa_n=AWEtsqe2OnjZHWsgE3sFmdxsQMtoQ3AixNH4vkpudDM889QY4Gk6uWHjoY52&gaa_ts=69083809&gaa_sig=bRwXxKJ2ClEQqZdSbgsqhcW_msuD6IAVXrbUtue8A-36-3WY43xqBRuxq0N_HX33lIma1Y473on7yhPTj9uCkw%3D%3D,20171011T182300,['Heather Haddon'],"Kroger Co. is considering selling its nearly 800 convenience stores and implementing other cost-cutting measures to compete with new rivals like Amazon.com Inc. Executives believe the convenience stores, which primarily sell gas, could generate higher returns through a sale than their current profitability within the company. This move is part of the nation's largest traditional grocer's strategy to invest in e-commerce and adapt to the changing retail landscape.",,The Wall Street Journal,General,The Wall Street Journal,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '0.936601'}, {'topic': 'retail_wholesale', 'relevance_score': '0.815740'}, {'topic': 'earnings', 'relevance_score': '0.732316'}]",0.048015,Neutral,"[{'ticker': 'KR', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.145951', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.634494', 'ticker_sentiment_score': '-0.132717', 'ticker_sentiment_label': 'Neutral'}]"
