title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Sector Watch: Good times for American growth,https://www.investmentexecutive.com/newspaper_/focus-on-products/sector-watch-good-times-for-american-growth/,20180601T023151,['Jade Hemeon'],"Despite trade tensions, rising interest rates, and stock market volatility, U.S. stocks are showing continued optimism driven by strong economic growth, lower taxes, and declining unemployment. Fund managers Tony Genua of AGF Investments Inc. and Noah Blackstein of 1832 Asset Management LP are identifying investment opportunities in innovative companies across technology, financial services, and healthcare sectors, focusing on high-growth potential and sustainable expansion. Both managers emphasize active portfolio management and selective stock-picking, with a focus on market leaders and disruptive technologies while managing risk through diversification and profit-taking.",,Investment Executive,General,Investment Executive,"[{'topic': 'financial_markets', 'relevance_score': '0.941049'}, {'topic': 'economy_macro', 'relevance_score': '0.907331'}, {'topic': 'technology', 'relevance_score': '0.809558'}, {'topic': 'life_sciences', 'relevance_score': '0.737273'}, {'topic': 'economy_monetary', 'relevance_score': '0.721751'}]",0.291484,Somewhat-Bullish,"[{'ticker': 'GOOGL', 'relevance_score': '0.632703', 'ticker_sentiment_score': '-0.122379', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.678396', 'ticker_sentiment_score': '0.337104', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NFLX', 'relevance_score': '0.643517', 'ticker_sentiment_score': '0.353447', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.700286', 'ticker_sentiment_score': '0.441772', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.649315', 'ticker_sentiment_score': '0.438528', 'ticker_sentiment_label': 'Bullish'}]"
"What to Expect of Google and Softbank Star Nikesh Arora, Palo Alto Network’s New CEO",https://fortune.com/2018/06/02/google-palo-alto-networks-nikesh-arora-ceo/,20180602T030659,['Robert Hackett'],"Nikesh Arora, former Google and Softbank executive, is set to become the new CEO of Palo Alto Networks on June 6th. Despite lacking cybersecurity experience, Arora is known for his ability to build corporate behemoths and institute financial discipline, which investors hope he will apply to Palo Alto Networks to shore up finances and continue its growth as a platform player in cloud security. The announcement of his appointment has already led to a more than 3% rise in Palo Alto Networks' share price in after-hours trading.",,Fortune,General,Fortune,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.816378'}, {'topic': 'financial_markets', 'relevance_score': '0.631211'}]",0.332626,Somewhat-Bullish,"[{'ticker': 'PANW', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.471910', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.744565', 'ticker_sentiment_score': '0.333892', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.640414', 'ticker_sentiment_score': '0.214263', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
The Joy of Cooking—for Kids,https://kpcnotebook.scholastic.com/post/joy-cooking-kids,20180604T032111,['Maxwell Surprenant'],"America’s Test Kitchen (ATK) is expanding its audience to include children with its new venture, ATK Kids, launching this summer. The program aims to teach kids about cooking and the science behind food through cookbooks, picture books, and online activities, emphasizing that cooking is a practical and creative skill that can foster family connection. Jack Bishop and Molly Birnbaum highlight the importance of learning through mistakes and the social benefits of cooking together.",,Scholastic Kid Reporter,General,Scholastic Kid Reporter,"[{'topic': 'retail_wholesale', 'relevance_score': '0.618945'}]",0.137508,Neutral,"[{'ticker': 'SCHL', 'relevance_score': '0.923248', 'ticker_sentiment_score': '0.129819', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.604120', 'ticker_sentiment_score': '0.142894', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.634652', 'ticker_sentiment_score': '0.133419', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TGT', 'relevance_score': '0.643494', 'ticker_sentiment_score': '0.101018', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.614854', 'ticker_sentiment_score': '0.136546', 'ticker_sentiment_label': 'Neutral'}]"
"Walmart, Target, Kohl’s see the light at the end of Toys R Us’ tunnel",https://www.retaildive.com/news/walmart-target-kohls-see-the-light-at-the-end-of-toys-r-us-tunnel/524884/,20180604T034148,['Ben Unglesbee'],"As Toys R Us exits the U.S. market, major retailers like Walmart, Target, and Kohl's are preparing to significantly expand their toy offerings to capture the vacant market share. Walmart and Target are increasing inventory and store space for toys, while Kohl's and J.C. Penney are adding branded toy products. This shift creates opportunities for these retailers, albeit with potential challenges for toy manufacturers like Hasbro and Mattel who relied on Toys R Us as a key partner.",,Retail Dive,General,Retail Dive,"[{'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'earnings', 'relevance_score': '0.831133'}, {'topic': 'economy_macro', 'relevance_score': '0.614266'}]",0.261773,Somewhat-Bullish,"[{'ticker': 'WMT', 'relevance_score': '0.938105', 'ticker_sentiment_score': '0.337134', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.813951', 'ticker_sentiment_score': '0.341856', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HAS', 'relevance_score': '0.722449', 'ticker_sentiment_score': '0.146404', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.626752', 'ticker_sentiment_score': '0.228989', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Who has the lowest price on grocery delivery?,https://www.wcpo.com/news/insider/walmart-targets-cincinnati-home-delivery-market-with-transparency-pitch,20180605T034148,"['John Matarese', 'Dan Monk']","Walmart is entering Cincinnati's grocery delivery market, emphasizing transparent pricing and a $9.95 delivery fee without subscriptions or hidden charges, contrasting with rivals like Amazon (Whole Foods) and Kroger. The article compares delivery pricing strategies and fees across Walmart, Amazon, Kroger (Instacart and ClickList), and Meijer, highlighting Kroger's preference for its loyalty card and ClickList for best value. Walmart is training 18,000 personal shoppers nationwide and partnering with DoorDash for deliveries, which will reach Cincinnati customers within four hours.",,WCPO 9 News,General,WCPO 9 News,"[{'topic': 'retail_wholesale', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.829080'}, {'topic': 'finance', 'relevance_score': '0.624429'}]",0.151906,Somewhat-Bullish,"[{'ticker': 'WMT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.273236', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KR', 'relevance_score': '0.863953', 'ticker_sentiment_score': '0.114826', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.611138', 'ticker_sentiment_score': '0.072114', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DASH', 'relevance_score': '0.582654', 'ticker_sentiment_score': '0.144463', 'ticker_sentiment_label': 'Neutral'}]"
Tech Moves: Remitly hires first chief people officer; Amazon VP of finance leaves for Snap; and more,https://www.geekwire.com/2018/tech-moves-remitly-hires-first-chief-people-officer-amazon-vp-finance-leaves-snap/,20180605T114700,['Kaitlyn Wang'],"This article details key personnel changes in the Pacific Northwest tech community, including Remitly hiring its first chief people officer, Ayesha Pacholke. It also reports on Amazon VP of Finance Derek Andersen moving to Snap, and Silicon Valley Bank expanding its Portland team with Jane Ullman. Additionally, Phytelligence's founder Amit Dhingra was promoted to full professor at WSU, highlighting significant career advancements and company developments.",,GeekWire,General,GeekWire,"[{'topic': 'technology', 'relevance_score': '0.834736'}]",0.134175,Neutral,"[{'ticker': 'RELY', 'relevance_score': '0.920315', 'ticker_sentiment_score': '0.316558', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.713707', 'ticker_sentiment_score': '-0.109100', 'ticker_sentiment_label': 'Neutral'}]"
What’s Changed: 2018 Gartner Magic Quadrant for Full Life Cycle API Management,https://solutionsreview.com/data-integration/whats-changed-2018-gartner-magic-quadrant-for-full-life-cycle-api-management/,20180607T024144,['Tim King'],"Gartner's 2018 Magic Quadrant for Full Life Cycle API Management evaluates 22 providers based on their ability to execute and completeness of vision. The report highlights a shift towards APIs being used for external business channels and partner integrations, with new entrants like Amazon Web Services and Microsoft. Google (Apigee) and CA Technologies led the rankings, while IBM, Software AG, MuleSoft, TIBCO Software, and Red Hat remained leaders.",,Solutions Review,General,Solutions Review,"[{'topic': 'technology', 'relevance_score': '0.944219'}]",0.138905,Neutral,"[{'ticker': 'IT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.266634', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.718397', 'ticker_sentiment_score': '0.123237', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.632492', 'ticker_sentiment_score': '0.120926', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.826385', 'ticker_sentiment_score': '0.215547', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IBM', 'relevance_score': '0.635439', 'ticker_sentiment_score': '-0.102662', 'ticker_sentiment_label': 'Neutral'}]"
This is how Five Below sets itself apart from Amazon,https://www.marketwatch.com/story/this-is-how-five-below-sets-itself-apart-from-amazon-2018-06-07?gaa_at=eafs&gaa_n=AWEtsqe6HZ3YDg7TK764rnPTdg-4OsNrq_SSDFHj0ZIf3YAz0xJ1FrcI-V46&gaa_ts=690814ff&gaa_sig=G7K2OdwRSU5BqBq_2rgu1s2FE7X5mJTHxHzAxSJ0EqBMEvQUw6qM1Or0F2ojxLugzL5Nnzc6xtsMhDFQj3dfDA%3D%3D,20180607T160200,[],"Five Below distinguishes itself from Amazon by offering unique value through significantly lower prices on similar products, according to a KeyBanc Capital Markets analysis. The analysis suggests that items at Five Below are, on average, over 50% less expensive than at Amazon. This value proposition contributed to Five Below shares rising nearly 22% on the day the article was published.",,MarketWatch,General,MarketWatch,"[{'topic': 'earnings', 'relevance_score': '0.903010'}, {'topic': 'retail_wholesale', 'relevance_score': '0.806881'}, {'topic': 'financial_markets', 'relevance_score': '0.737938'}]",0.314221,Somewhat-Bullish,"[{'ticker': 'FIVE', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.540952', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.827675', 'ticker_sentiment_score': '0.102778', 'ticker_sentiment_label': 'Neutral'}]"
12 American Companies That Control Tech,https://247wallst.com/special-report/2018/06/08/12-american-companies-that-control-tech/,20180608T150800,['Paul Ausick'],"This article lists and details the 12 American companies that dominate the tech sector, focusing on their market capitalization, revenue, net income, and number of employees as of May 2018. It highlights the race among top tech companies to reach a $1 trillion valuation and discusses how many of these giants established their market positions by creating innovative, industry-standard products. The analysis also touches on their current strategies and future outlook, particularly regarding emerging technologies like AI, blockchain, and autonomous driving.",,24/7 Wall St.,General,24/7 Wall St.,"[{'topic': 'technology', 'relevance_score': '0.926462'}, {'topic': 'earnings', 'relevance_score': '0.839839'}]",0.282,Somewhat-Bullish,"[{'ticker': 'IBM', 'relevance_score': '0.892912', 'ticker_sentiment_score': '0.059120', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.921257', 'ticker_sentiment_score': '0.441384', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.827130', 'ticker_sentiment_score': '0.327344', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.784582', 'ticker_sentiment_score': '0.254393', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.703777', 'ticker_sentiment_score': '0.314469', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Amazon is getting ready to crush LaCroix,https://qz.com/1297856/amazon-is-challenging-la-croix-with-365-sparkling-water-at-whole-foods,20180610T022157,"['Alison Griswold', 'Alison Griswold']","Amazon and Whole Foods are challenging popular seltzer brand LaCroix by offering steep discounts on their private label 365 Everyday Value sparkling water, particularly targeting Amazon Prime members. This move is part of Amazon's strategy to leverage Whole Foods to compete with major consumer-packaged goods brands. The article also highlights the growing sparkling water market and other competitors like Pepsi's Bubly and Coca-Cola's various brands.",,Quartz,General,Quartz,"[{'topic': 'retail_wholesale', 'relevance_score': '0.930867'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.848310'}]",-0.026606,Neutral,"[{'ticker': 'FIZZ', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.272939', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.914007', 'ticker_sentiment_score': '0.121081', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'KO', 'relevance_score': '0.734865', 'ticker_sentiment_score': '0.065050', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PEP', 'relevance_score': '0.610078', 'ticker_sentiment_score': '0.070441', 'ticker_sentiment_label': 'Neutral'}]"
