title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Alibaba to sell Sun Art shares for $1.69 billion,https://global.chinadaily.com.cn/a/202501/01/WS6775402da310f1265a1d86d1.html,20250101T211600,['Fan Feifei'],"Alibaba Group Holding Ltd announced its decision to sell all of its shares in hypermarket operator Sun Art Retail Group Ltd to private equity firm DCP Capital for HK$13.13 billion ($1.69 billion). This move allows Alibaba to focus on its core e-commerce business. Following the completion of the deal, Alibaba will no longer hold any equity interest in Sun Art.",https://img2.chinadaily.com.cn/images/202501/01/6775402ca310f1268d87a254.jpeg,China Daily,General,China Daily,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'retail_wholesale', 'relevance_score': '0.841389'}, {'topic': 'technology', 'relevance_score': '0.725228'}]",0.2146,Somewhat-Bullish,"[{'ticker': 'BABA', 'relevance_score': '0.948079', 'ticker_sentiment_score': '0.399491', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.524411', 'ticker_sentiment_score': '0.039002', 'ticker_sentiment_label': 'Neutral'}]"
Amazon Accused of Mismanaging Millions of 401(k) Forfeiture Funds,https://www.plansponsor.com/amazon-accused-of-mismanaging-millions-of-401k-forfeiture-funds/,20250102T052241,['Remy Samuels'],"Amazon.com Inc. and its 401(k) plan administrative committee are facing a lawsuit for allegedly mismanaging millions in employee forfeiture funds. A participant, Cory Curtis, claims that Amazon used these funds to offset its own contributions rather than reducing administrative fees for plan participants between 2018 and 2023. The lawsuit highlights a growing trend of forfeiture-related litigation against large companies, although critics argue that such cases weaponize ERISA given Amazon's already low plan fees.",https://si-interactive.s3.amazonaws.com/prod/plansponsor-com/wp-content/uploads/2025/01/02121435/PSPA-010225-Amazon-lawsuit-1332343100-web-960x540.jpg,plansponsor,General,plansponsor,"[{'topic': 'finance', 'relevance_score': '0.856595'}, {'topic': 'retail_wholesale', 'relevance_score': '0.741927'}, {'topic': 'technology', 'relevance_score': '0.643025'}]",-0.231887,Somewhat-Bearish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.284558', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'QCOM', 'relevance_score': '0.623371', 'ticker_sentiment_score': '-0.218381', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'HPQ', 'relevance_score': '0.612428', 'ticker_sentiment_score': '-0.206474', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'CRM', 'relevance_score': '0.622053', 'ticker_sentiment_score': '-0.225421', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'HON', 'relevance_score': '0.641435', 'ticker_sentiment_score': '-0.227490', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Tech Stocks Are Still Pricey. Dip Buyers Should Look Here Instead.,https://www.barrons.com/articles/industrial-stocks-buy-tech-economy-843c4119?gaa_at=eafs&gaa_n=AWEtsqelnitnYC-ZBJ0b5hgOCrwYxDuqAb53kDOYrhK7VlixFToKy16yP8Q7&gaa_ts=693cc020&gaa_sig=nzOWb6CS5vPSwL3QnxqG27-DyLONczGMx3K85xvbvb56PWRDf4AxzRDlBy25CZs7A-AhJRMOI7pXvpI9XV1qXA%3D%3D,20250103T011246,['Jacob Sonenshine'],"Investors seeking ""buy-the-dip"" opportunities might be advised to look beyond tech stocks, which remain expensive despite recent market fluctuations. Instead, the article suggests considering other sectors, highlighting that the Industrial Select Sector SPDR Fund has seen a significant drop from its recent high. This implies that industrial stocks may present a more attractive dip-buying opportunity than pricey tech stocks.",https://images.barrons.com/im-47419481?width=639&height=426,Barron's,General,Barron's,"[{'topic': 'financial_markets', 'relevance_score': '0.931926'}, {'topic': 'technology', 'relevance_score': '0.823865'}, {'topic': 'manufacturing', 'relevance_score': '0.719812'}]",-0.11794,Neutral,"[{'ticker': 'XLI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.123810', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ADBE', 'relevance_score': '0.615566', 'ticker_sentiment_score': '-0.184787', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.561916', 'ticker_sentiment_score': '-0.186749', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.532864', 'ticker_sentiment_score': '-0.176322', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Georgia Power warns customers to be ‘vigilant of scams’ in the new year,https://www.wsbtv.com/news/local/atlanta/georgia-power-warns-customers-be-vigilant-scams-new-year/7ABRXKZCR5F4VPS3AGOBJYXZS4/,20250103T055528,['WSBTV.com News Staff'],"Georgia Power is warning its customers to be vigilant against various scams, especially around the new year and tax season when scam attempts typically increase. The company highlighted tech scams involving unauthorized payment apps like Cash App and fake digital ads leading to fraudulent websites designed to steal personal or financial information. Georgia Power emphasized that it will never demand immediate payment via credit card, pre-paid debit card, cryptocurrency, or money transfer apps over the phone, nor collect payments in person outside of authorized locations.",https://cmg-cmg-tv-10010-prod.cdn.arcpublishing.com/resizer/v2/NIF3FF6MINE65AI5DJ7HANNHAA.jpeg?smart=true&auth=74864c37d8996f021d8ab2305213526d253d173971d04e4dd3aef68c6b44ef3f&width=1280&height=720,WSB-TV,General,WSB-TV,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.839094'}, {'topic': 'economy_macro', 'relevance_score': '0.630392'}]",0.043664,Neutral,"[{'ticker': 'GPJA', 'relevance_score': '0.313186', 'ticker_sentiment_score': '0.018907', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SO', 'relevance_score': '0.942213', 'ticker_sentiment_score': '0.234294', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.624296', 'ticker_sentiment_score': '-0.123418', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.608215', 'ticker_sentiment_score': '-0.111133', 'ticker_sentiment_label': 'Neutral'}]"
"eBay Loses Motors Events Manager, NASCAR Driver Sarah Burgess To Walmart In Race For Enthusiast Buyers",https://www.valueaddedresource.net/ebay-loses-motors-events-manager-sarah-burgess-walmart/,20250104T054752,['Liz Morton'],"Walmart continues its strategy of challenging eBay in key focus categories by attracting talent, with Sarah Burgess, eBay's Sr Partnership US Motors Events Manager and NASCAR driver, moving to Walmart Marketplace. Burgess will take on a Senior Management Business Development role in Parts and Accessories, a critical category for eBay. This move highlights Walmart's aggressive push into enthusiast buyer verticals, including collectibles and pre-owned goods, often by hiring former eBay executives.",https://www.valueaddedresource.net/content/images/2025/01/burgess1-1.jpg,Value Added Resource,General,Value Added Resource,"[{'topic': 'retail_wholesale', 'relevance_score': '0.926949'}, {'topic': 'technology', 'relevance_score': '0.712294'}]",0.048125,Neutral,"[{'ticker': 'EBAY', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.266668', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'WMT', 'relevance_score': '0.976307', 'ticker_sentiment_score': '0.207313', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.600856', 'ticker_sentiment_score': '0.061028', 'ticker_sentiment_label': 'Neutral'}]"
"Cybersecurity pioneer, tech CEO Amit Yoran dies 'unexpectedly' amid cancer battle",https://www.foxbusiness.com/technology/cybersecurity-pioneer-tech-ceo-amit-yoran-dies-unexpectedly-cancer-battle,20250104T164900,['Andrea Margolis'],"Amit Yoran, the CEO of Tenable Holdings and a prominent figure in cybersecurity, has died unexpectedly at 54 after a battle with cancer. Yoran was a visionary leader, having also founded the U.S. Computer Emergency Readiness Team (US-CERT) program at the Department of Homeland Security. His leadership transformed Tenable into a global leader in exposure management, and his contributions to the cybersecurity field are described as indelible.",https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2025/01/931/523/tenable-ceo-amit-1.png?ve=1&tl=1,Fox Business,General,Fox Business,"[{'topic': 'technology', 'relevance_score': '1.000000'}]",-0.029236,Neutral,"[{'ticker': 'TENB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.434049', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.605106', 'ticker_sentiment_score': '0.124239', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.632263', 'ticker_sentiment_score': '0.109133', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.602398', 'ticker_sentiment_score': '0.100237', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.644554', 'ticker_sentiment_score': '0.114320', 'ticker_sentiment_label': 'Neutral'}]"
Schwab Trading Activity Index™: December Score Edges Higher for Third Consecutive Month,https://pressroom.aboutschwab.com/press-releases/press-release/2025/Schwab-Trading-Activity-Index-December-Score-Edges-Higher-for-Third-Consecutive-Month/default.aspx,20250106T000000,[],"The Schwab Trading Activity Index™ (STAX) increased to 51.16 in December, marking its third consecutive monthly rise. Schwab clients net bought equities, adding exposure in Health Care and Energy sectors, while selling Information Technology and Communication Services. The report highlights market volatility, key economic data releases, and popular stocks bought and sold by Schwab clients throughout December and the entirety of 2024.",https://mms.businesswire.com/media/20250106221369/en/2343253/4/STAX_CHART_DEC24_1.jpg,Charles Schwab Press Releases,General,Charles Schwab Press Releases,"[{'topic': 'financial_markets', 'relevance_score': '0.918388'}, {'topic': 'economy_macro', 'relevance_score': '0.803825'}, {'topic': 'economy_monetary', 'relevance_score': '0.725845'}, {'topic': 'technology', 'relevance_score': '0.633536'}, {'topic': 'life_sciences', 'relevance_score': '0.338305'}]",0.131924,Neutral,"[{'ticker': 'SCHW', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.294726', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.628135', 'ticker_sentiment_score': '0.305403', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.508710', 'ticker_sentiment_score': '-0.213698', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.543215', 'ticker_sentiment_score': '-0.242404', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.401224', 'ticker_sentiment_score': '0.317913', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
How Akamai regained control of its runaway cloud bills,https://www.ciodive.com/news/akamai-cloud-cost-reduction-cio-kate-prouty/736481/,20250106T052151,['Matt Ashare'],"Akamai, a technology company, significantly reduced its cloud spending by 40% in the first year of ""Project Cirrus"" after realizing its cloud bills had ballooned to hundreds of millions due to organic growth and acquisitions. The project involved repatriating some workloads to Akamai's acquired Linode cloud platform, reconfiguring others, and addressing inefficiencies like overprovisioning and a lack of oversight. Akamai's CIO, Kate Prouty, emphasized the importance of a strategic overhaul, educating engineers on cost stewardship, and making more deliberate choices for cloud workloads based on business outcomes.",https://imgproxy.divecdn.com/0cIPF6gmclgIC5CQCm7w8SD0BpBY0IIzN2Fpx6P5jr4/g:ce/rs:fill:1200:675:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0yMTU5OTM4MjU0LmpwZw==.webp,CIO Dive,General,CIO Dive,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.710715'}]",0.140913,Neutral,"[{'ticker': 'AKAM', 'relevance_score': '0.957067', 'ticker_sentiment_score': '0.302893', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.619075', 'ticker_sentiment_score': '0.112889', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.614580', 'ticker_sentiment_score': '0.140527', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.620157', 'ticker_sentiment_score': '0.109822', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.593366', 'ticker_sentiment_score': '0.060004', 'ticker_sentiment_label': 'Neutral'}]"
Selling Covered Calls: How to Do It,https://www.nerdwallet.com/investing/learn/what-are-covered-calls,20250106T061833,"['Sam Taube', 'Pamela de la Fuente', 'Andy Rosen']","Selling covered calls is an options trading strategy where investors sell call options on stocks they already own to generate income. This conservative technique involves receiving a premium, but it carries the risk of limiting potential upside if the stock price significantly increases above the strike price. The article explains the mechanics, pros, and cons of covered calls, differentiating them from riskier ""naked calls"" and exploring covered call ETFs as an alternative.",https://www.nerdwallet.com/tachyon/2022/11/GettyImages-1363267248.jpg?resize=770%2C462,NerdWallet,General,NerdWallet,"[{'topic': 'financial_markets', 'relevance_score': '0.903850'}, {'topic': 'finance', 'relevance_score': '0.700904'}]",0.078895,Neutral,"[{'ticker': 'NRDS', 'relevance_score': '0.339299', 'ticker_sentiment_score': '0.040036', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.624978', 'ticker_sentiment_score': '0.114149', 'ticker_sentiment_label': 'Neutral'}]"
Carbon6 to be acquired by US-based SPS Commerce for $301 million CAD to grow e-commerce merchant toolkit,https://betakit.com/carbon6-to-be-acquired-by-us-based-sps-commerce-for-301-million-cad-to-grow-e-commerce-merchant-toolkit/,20250106T063142,['Madison McLauchlan'],"Toronto-based e-commerce software aggregator Carbon6 Technologies is being acquired by Minneapolis-based SPS Commerce for $301 million CAD ($210 million USD), with the transaction expected to close in Q1 2025. Carbon6's model involved acquiring numerous companies to build an all-in-one platform for Amazon merchants, and SPS Commerce believes the acquisition will expand its network and revenue recovery capabilities. The deal will bring an additional $40 million in revenue for SPS Commerce in 2025 and grow its adjusted EBITDA by approximately $5.5 million.",https://cdn.betakit.com/wp-content/uploads/2024/07/Carbon-6-Team_feature-770x513.jpg,BetaKit,General,BetaKit,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.808341'}, {'topic': 'retail_wholesale', 'relevance_score': '0.702750'}]",0.329611,Somewhat-Bullish,"[{'ticker': 'SPSC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.495269', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.639369', 'ticker_sentiment_score': '0.202554', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
