title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"AdTech Market: Trends, Innovations, and Growth Outlook 2032",https://straitsresearch.com/report/adtech-market,20241201T000000,['Pavan Warade'],"The global AdTech market, valued at USD 953.91 billion in 2023, is projected to reach USD 3,421.29 billion by 2032, growing at a CAGR of 15.25%. This growth is driven by the shift to digital advertising, demand for personalized experiences, and key segments like on-premise deployment and large enterprises dominating the market. North America is currently the largest market shareholder, while Asia-Pacific is expected to be the fastest-growing region.",,Straits Research,General,Straits Research,"[{'topic': 'technology', 'relevance_score': '0.845167'}, {'topic': 'retail_wholesale', 'relevance_score': '0.637992'}, {'topic': 'finance', 'relevance_score': '0.617896'}]",0.223378,Somewhat-Bullish,"[{'ticker': 'CAUD', 'relevance_score': '0.332100', 'ticker_sentiment_score': '0.044326', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRM', 'relevance_score': '0.727355', 'ticker_sentiment_score': '0.330133', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.605992', 'ticker_sentiment_score': '0.327802', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ORCL', 'relevance_score': '0.647666', 'ticker_sentiment_score': '0.293339', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.617251', 'ticker_sentiment_score': '0.289664', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
S&P 500 rises 5.7% in November to log best month of 2024,https://www.spglobal.com/market-intelligence/en/news-insights/articles/2024/12/s-p-500-rises-5-7-in-november-to-log-best-month-of-2024-86615491,20241202T000000,['Sean Longoria and Umer Khan'],"The S&P 500 experienced its best month of 2024 in November, rising 5.7% following a post-election stock bump. The Dow Jones Industrial Average and Russell 2000 also saw significant gains, 7.5% and 10.8% respectively. Consumer discretionary led all sectors with a 13.2% increase, driven by companies like Amazon.com Inc. and Tesla Inc., while Palantir Technologies Inc. was the top performer and Celanese Corp. the worst.",,S&P Global,General,S&P Global,"[{'topic': 'financial_markets', 'relevance_score': '0.906492'}, {'topic': 'economy_macro', 'relevance_score': '0.808212'}, {'topic': 'earnings', 'relevance_score': '0.719963'}, {'topic': 'technology', 'relevance_score': '0.608463'}, {'topic': 'retail_wholesale', 'relevance_score': '0.601807'}]",0.342498,Somewhat-Bullish,"[{'ticker': 'SPGI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.277807', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.701844', 'ticker_sentiment_score': '0.328000', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.646192', 'ticker_sentiment_score': '0.323394', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PLTR', 'relevance_score': '0.810442', 'ticker_sentiment_score': '0.406015', 'ticker_sentiment_label': 'Bullish'}]"
CDW strengthens cloud offerings through Mission Cloud acquisition,https://siliconangle.com/2024/12/02/cdw-strengthens-cloud-offerings-mission-cloud-acquisition/,20241202T065227,['Duncan Riley'],"CDW Corp. has acquired Mission Cloud Services Inc., a managed cloud service provider specializing in Amazon Web Services, for an undisclosed price. This acquisition aims to enhance CDW's cloud services, particularly their AI solutions and security offerings, and support their three-part growth strategy. Mission Cloud, with over 300 professionals and 500 customers, brings expertise in cloud management, migrations, DevOps, data analytics, machine learning, and generative AI to CDW.",https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2024/11/missioncloudmdr.png,SiliconANGLE,General,SiliconANGLE,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.947033'}]",0.418383,Bullish,"[{'ticker': 'CDW', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.523973', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.606874', 'ticker_sentiment_score': '0.327519', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Lotus Chooses AWS as Its Preferred Cloud Provider to Advance Connected and Automated Vehicles,https://www.businesswire.com/news/home/20241202319353/en/Lotus-Chooses-AWS-as-Its-Preferred-Cloud-Provider-to-Advance-Connected-and-Automated-Vehicles,20241202T071705,[],"Lotus Technology has selected Amazon Web Services (AWS) as its preferred cloud provider to bolster its development of intelligent, luxury car experiences, aligning with its Vision80 Strategy to become a global luxury technology brand by 2028. Lotus will leverage AWS technologies, including IoT, analytics, machine learning, and generative AI, to enhance connected features like autonomous driving, immersive infotainment, and rapid vehicle charging. This collaboration aims to accelerate global growth by improving automated driving capabilities, customer service, and overall driver satisfaction.",https://mms.businesswire.com/media/20241202319353/en/2319295/4/Lotus_4.jpg?download=1,Business Wire,General,Business Wire,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.926716'}, {'topic': 'manufacturing', 'relevance_score': '0.805884'}]",0.372337,Bullish,"[{'ticker': 'LOT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.435572', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.919648', 'ticker_sentiment_score': '0.340101', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Marvell Expands Strategic Collaboration with AWS to Enable Accelerated Infrastructure for AI in the Cloud,https://www.prnewswire.com/news-releases/marvell-expands-strategic-collaboration-with-aws-to-enable-accelerated-infrastructure-for-ai-in-the-cloud-302319410.html,20241202T083000,[],"Marvell Technology, Inc. announced an expanded strategic collaboration with Amazon Web Services (AWS) through a five-year, multi-generational agreement. This partnership focuses on accelerating infrastructure for AI in the cloud by supplying Marvell's data center semiconductors and leveraging AWS's cloud infrastructure for Marvell's silicon design acceleration. The collaboration aims to enhance efficiency, reduce costs, and speed up time-to-market for both companies.",,PR Newswire,General,PR Newswire,"[{'topic': 'technology', 'relevance_score': '0.908679'}]",0.375505,Bullish,"[{'ticker': 'MRVL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.440103', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.705563', 'ticker_sentiment_score': '0.306752', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
News | Oracle's shrinking Boston-area hub triggers spike in available office space,https://www.costar.com/article/1582585857/oracles-shrinking-boston-area-hub-triggers-spike-in-available-office-space,20241202T105300,['Katie Burke'],"Oracle is significantly downsizing its Boston-area presence by listing over 400,000 square feet of office space across its Burlington campus. This move is part of a broader trend of tech companies like Google and Amazon reducing their real estate footprints globally, contributing to a record amount of available office space and increased national office vacancy rates. Oracle plans to consolidate its operations in one remaining building at 8 Van de Graaff Drive.",https://www.costar.com/_next/image?url=https%3A%2F%2Fcostar.brightspotcdn.com%2Fdims4%2Fdefault%2Fed057e0%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F2100x1447%2B0%2B0%2Fresize%2F2100x1447!%2Fquality%2F100%2F%3Furl%3Dhttp%253A%252F%252Fcostar-brightspot.s3.us-east-1.amazonaws.com%252F0c%252F53%252Fb9c50bff4d02a30d8b2571177532%252Fprimaryphoto.jpg&w=3840&q=75,CoStar,General,CoStar,"[{'topic': 'real_estate', 'relevance_score': '0.916067'}, {'topic': 'technology', 'relevance_score': '0.841516'}, {'topic': 'economy_macro', 'relevance_score': '0.711440'}]",-0.111969,Neutral,"[{'ticker': 'ORCL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.209295', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.646803', 'ticker_sentiment_score': '-0.120004', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.623458', 'ticker_sentiment_score': '-0.123028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSGP', 'relevance_score': '0.701351', 'ticker_sentiment_score': '0.116273', 'ticker_sentiment_label': 'Neutral'}]"
"News | WeWork, Amazon partner on one of Manhattan’s largest office leases this year",https://www.costar.com/article/975075250/wework-amazon-partner-on-one-of-manhattans-largest-office-leases-this-year,20241202T115000,['Andria Cheng'],"WeWork has secured one of Manhattan's largest office leases of the year, partnering with Amazon to provide over 300,000 square feet of space at 330 W. 34th St. This deal comes as major employers, including Amazon, are enforcing stricter in-office mandates, contributing to an improvement in Manhattan's office market, particularly for high-quality properties and flexible workspaces. The lease is among the largest in Manhattan this year and reflects a growing trend of tech tenants returning to the office, along with increased demand for flexible work solutions.",https://www.costar.com/_next/image?url=https%3A%2F%2Fcostar.brightspotcdn.com%2Fdims4%2Fdefault%2Ffa2b00c%2F2147483647%2Fstrip%2Ftrue%2Fcrop%2F5000x3335%2B0%2B0%2Fresize%2F2100x1401!%2Fquality%2F100%2F%3Furl%3Dhttp%253A%252F%252Fcostar-brightspot.s3.us-east-1.amazonaws.com%252F31%252Fda%252F9d5e8f2b4e1080318ae0a59f6cb5%252F330-w-34.jpg&w=3840&q=75,CoStar,General,CoStar,"[{'topic': 'real_estate', 'relevance_score': '0.912017'}, {'topic': 'retail_wholesale', 'relevance_score': '0.703394'}, {'topic': 'technology', 'relevance_score': '0.641977'}, {'topic': 'finance', 'relevance_score': '0.635228'}]",0.137389,Neutral,"[{'ticker': 'VNO-P-L', 'relevance_score': '0.314707', 'ticker_sentiment_score': '0.038204', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.807908', 'ticker_sentiment_score': '0.207302', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CSGP', 'relevance_score': '0.634014', 'ticker_sentiment_score': '0.110352', 'ticker_sentiment_label': 'Neutral'}]"
Amazon to pilot AI-designed material for carbon removal,https://www.reuters.com/technology/artificial-intelligence/amazon-pilot-ai-designed-material-carbon-removal-2024-12-02/,20241202T131200,['Jeffrey Dastin'],"Amazon plans to pilot a new carbon-removal material designed by AI from the startup Orbital Materials for its data centers, which are significant contributors to emissions due to their energy needs. This initiative aims to mitigate the environmental impact of AI development and data center operations, posing a potential cost-saving alternative to traditional carbon offsets. The pilot, part of a three-year partnership, will start in 2025 at one data center, with Orbital Materials also using AWS technology.",https://www.reuters.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-2.images.arcpublishing.com%2Freuters%2FVJ55HCL5BFO3BPG7E4M2D5R4MM.JPG?auth=d4889c3132e0e014792c3a50de7e01b44ecddb96a928ba49581a81283eac716e&w=800&quality=80,Reuters,General,Reuters,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.807585'}, {'topic': 'retail_wholesale', 'relevance_score': '0.648845'}]",0.190382,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '0.993542', 'ticker_sentiment_score': '0.276249', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.613156', 'ticker_sentiment_score': '0.127063', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.646667', 'ticker_sentiment_score': '0.109835', 'ticker_sentiment_label': 'Neutral'}]"
"25 Best Stocks to Own in December, Including Broadcom",https://www.schaeffersresearch.com/content/analysis/2024/12/02/25-best-stocks-to-own-in-december-including-broadcom,20241202T140600,['Laura McCandless'],"Broadcom Inc. (NASDAQ: AVGO) is highlighted as one of the 25 best stocks to own in December, based on its historical performance of finishing the month higher eight out of the past ten years with an average gain of 7.3%. Despite a 4.5% loss in November, the stock is showing signs of rebound, is in ""oversold"" territory according to its 14-day RSI, and maintains long-term support. The equity is up 50.1% year-to-date.",https://schaeffers-cdn.s3.amazonaws.com/images/default-source/schaeffers-cdn-images/2024/december/intraday/best-of-dec-2.png?sfvrsn=fbc3a306_2,Schaeffer's Investment Research,General,Schaeffer's Investment Research,"[{'topic': 'financial_markets', 'relevance_score': '0.934269'}, {'topic': 'technology', 'relevance_score': '0.705337'}]",0.289486,Somewhat-Bullish,"[{'ticker': 'AVGO', 'relevance_score': '0.991543', 'ticker_sentiment_score': '0.349919', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.620521', 'ticker_sentiment_score': '0.287902', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GE', 'relevance_score': '0.610346', 'ticker_sentiment_score': '0.219842', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ORCL', 'relevance_score': '0.611706', 'ticker_sentiment_score': '0.255630', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TJX', 'relevance_score': '0.618159', 'ticker_sentiment_score': '0.240033', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Tesla leads November's global market value surge,https://www.reuters.com/markets/us/global-markets-marketcap-2024-12-02/,20241202T152600,['Reuters'],"Tesla's market capitalization surged 38.1% in November, reaching $1.1 trillion, primarily due to expectations that CEO Elon Musk's relationship with President-elect Donald Trump will lead to relaxed regulations on self-driving cars. Other companies like Walmart and JPMorgan also saw significant market value increases, driven by strong earnings reports and investor confidence in future policies. Conversely, Taiwan Semiconductor Manufacturing Company experienced a decline in market cap due to U.S. restrictions on chip sales to China.",https://www.reuters.com/resizer/v2/KLH6FLHJRRJ4BOEQQSQ33HXD3I.jpg?auth=bb83b5bd66f3d4ec348773d53bacb9f21bee29656abe53fa7ac46994ad6b9d3b&width=1080&quality=80,Reuters,General,Reuters,"[{'topic': 'financial_markets', 'relevance_score': '0.928858'}, {'topic': 'technology', 'relevance_score': '0.806341'}, {'topic': 'earnings', 'relevance_score': '0.709623'}, {'topic': 'retail_wholesale', 'relevance_score': '0.645180'}, {'topic': 'energy_transportation', 'relevance_score': '0.646539'}]",0.427596,Bullish,"[{'ticker': 'TSLA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.623953', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.868397', 'ticker_sentiment_score': '0.432300', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.821813', 'ticker_sentiment_score': '0.436584', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.767983', 'ticker_sentiment_score': '0.450595', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.622057', 'ticker_sentiment_score': '0.127780', 'ticker_sentiment_label': 'Neutral'}]"
