title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"6 myths about Amazon Prime Air and drone delivery, debunked",https://www.marketwatch.com/story/6-myths-about-amazon-prime-air-and-drone-delivery-debunked-2015-12-02?gaa_at=eafs&gaa_n=AWEtsqdgYHIcUM4FGWpb-HpqPjsT36rzw0cxM6vwAsSe7DDmJkUSZtcIkUcw&gaa_ts=69086371&gaa_sig=m5s12yWf5YvZk2fXkKigB4MO9-KyWec5cm6MTI5JbTplD9mabi8cwbG3-ctyn-9ZOmz9kQx-UNtufKK8WhAKGQ%3D%3D,20151202T045700,[],"This article debunks common myths surrounding Amazon Prime Air and drone delivery. Despite widespread skepticism, the author contends that drone delivery is a present-day reality, not a futuristic concept or merely a marketing stunt. The article responds to negative reactions following the release of Amazon's latest Prime Air video.",,MarketWatch,General,MarketWatch,"[{'topic': 'technology', 'relevance_score': '0.812397'}]",0.012648,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '0.329297', 'ticker_sentiment_score': '0.001907', 'ticker_sentiment_label': 'Neutral'}]"
Amazon’s Tablets Are Getting a Killer New Feature,https://time.com/4132444/amazon-fire-tablet-blue-shade/,20151202T095000,['Alex Fitzpatrick'],"Amazon is rolling out a new feature called ""Blue Shade"" to its Fire HD 10, Fire HD 8, and Fire tablets. This feature is designed to provide a more comfortable nighttime reading experience by reducing blue light emissions and offering warm color filters. Blue Shade can be easily activated or deactivated and allows users to fine-tune color settings for personalized comfort while reading in low light conditions.",,Time Magazine,General,Time Magazine,"[{'topic': 'retail_wholesale', 'relevance_score': '0.733728'}, {'topic': 'technology', 'relevance_score': '1.000000'}]",0.330273,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '0.937478', 'ticker_sentiment_score': '0.335359', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Two More Items Of Wayfair Furniture Fail Formaldehyde Tests (NYSE:W),https://seekingalpha.com/article/3729756-two-more-items-of-wayfair-furniture-fail-formaldehyde-tests,20151203T100400,['Whitney Tilson'],"Two additional Wayfair furniture items failed formaldehyde tests commissioned by the author, bringing the total to nine out of ten Wayfair products tested that exceeded CARB2 limits. This high failure rate, particularly with Chinese-made composite wood products, suggests a systemic problem similar to issues previously faced by Lumber Liquidators. The author calls for Wayfair and other retailers to address this issue to protect American consumers.",,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'retail_wholesale', 'relevance_score': '0.816576'}, {'topic': 'finance', 'relevance_score': '0.719051'}]",-0.378354,Bearish,"[{'ticker': 'W', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.471473', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.630843', 'ticker_sentiment_score': '-0.303036', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Amazon Buys Thousands of Branded Truck Trailers,https://www.ttnews.com/articles/amazon-buys-thousands-branded-truck-trailers,20151207T100000,[],"Amazon.com Inc. has purchased thousands of truck trailers featuring its Prime logo to streamline the movement of goods between its warehouses and sort centers. While Amazon will own the trailers, it plans to rely on existing trucking partners for transportation, thus avoiding the complexities of registering as a commercial trucking company. This move is seen as a strategic step into the logistics market, potentially leading to the development of its own delivery fleet in the future.",,Transport Topics,General,Transport Topics,"[{'topic': 'retail_wholesale', 'relevance_score': '0.803166'}, {'topic': 'technology', 'relevance_score': '0.726966'}, {'topic': 'energy_transportation', 'relevance_score': '0.647960'}]",0.050983,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.308715', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FDX', 'relevance_score': '0.827768', 'ticker_sentiment_score': '-0.107690', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.817509', 'ticker_sentiment_score': '-0.126460', 'ticker_sentiment_label': 'Neutral'}]"
Amazon.com Purchases Trailers to Speed Up Package Shipments,https://www.ttnews.com/articles/amazoncom-purchases-trailers-speed-package-shipments,20151214T040300,['Daniel P. Bearth'],"Amazon.com has purchased ""thousands and thousands"" of dry van trailers to improve package delivery efficiency between its distribution centers and local sorting facilities. This move is seen as part of Amazon's broader strategy to expand its logistics capabilities, speed up shipments, and potentially reduce costs, ultimately aiming to enhance customer experience and attract more online merchants to its fulfillment services. While some analysts believe Amazon is becoming a logistics company, others suggest it's primarily focused on controlling the customer experience and increasing operational flexibility.",,Transport Topics,General,Transport Topics,"[{'topic': 'retail_wholesale', 'relevance_score': '0.831634'}, {'topic': 'energy_transportation', 'relevance_score': '0.733371'}]",0.103008,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.440342', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'FDX', 'relevance_score': '0.731077', 'ticker_sentiment_score': '-0.107753', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.618665', 'ticker_sentiment_score': '-0.138730', 'ticker_sentiment_label': 'Neutral'}]"
Newell Rubbermaid to buy Jarden to create consumer durables giant,https://www.reuters.com/article/business/newell-rubbermaid-to-buy-jarden-to-create-consumer-durables-giant-idUSKBN0TX1C3/,20151214T184000,['Yashaswini Swamynathan'],"Newell Rubbermaid Inc. announced it will acquire Jarden Corp for over $15 billion, forming a new company called Newell Brands with annual sales of $16 billion. This deal aims to strengthen Newell's negotiating power with major retailers like Walmart and Amazon, and accelerate growth by combining over 120 Jarden brands under its umbrella. The acquisition values Jarden shares at a 24 percent premium, but Jarden's stock traded lower, reflecting market disappointment in the premium and the role of Jarden's founder.",,Reuters,General,Reuters,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'retail_wholesale', 'relevance_score': '0.800579'}, {'topic': 'finance', 'relevance_score': '0.612658'}]",0.061025,Neutral,"[{'ticker': 'NWL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.213173', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'WMT', 'relevance_score': '0.737640', 'ticker_sentiment_score': '0.124420', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.641595', 'ticker_sentiment_score': '0.145349', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TGT', 'relevance_score': '0.607861', 'ticker_sentiment_score': '0.106182', 'ticker_sentiment_label': 'Neutral'}]"
"Autonomous Robotic Surgery On The Horizon, Says Former Google Researcher",https://www.meddeviceonline.com/doc/autonomous-robotic-surgery-on-the-horizon-says-former-google-researcher-0001,20151217T085132,['Suzanne Hodsden'],"Former Google X researcher Babak Parviz believes autonomous robotic surgery is on the horizon, citing machines' superior precision and scalability compared to humans. This development could make surgical procedures more accessible and less risky, despite current human-led operations and concerns about increased risks in robotic surgeries. Parviz acknowledges that fully autonomous surgical robots are not an immediate reality but emphasizes their potential.",,Med Device Online,General,Med Device Online,"[{'topic': 'technology', 'relevance_score': '0.817437'}, {'topic': 'life_sciences', 'relevance_score': '0.746304'}]",0.174718,Somewhat-Bullish,"[{'ticker': 'ISRG', 'relevance_score': '0.947616', 'ticker_sentiment_score': '0.305702', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.631621', 'ticker_sentiment_score': '0.238755', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.721751', 'ticker_sentiment_score': '-0.145420', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.627773', 'ticker_sentiment_score': '0.102253', 'ticker_sentiment_label': 'Neutral'}]"
$8 billion NetApp is buying a storage company for $870 million in cash,https://sg.finance.yahoo.com/news/8-billion-netapp-buying-storage-211335364.html,20151221T091151,['Matt Weinberger'],"NetApp, a storage tech giant with an $8 billion market cap, is acquiring SolidFire, a solid-state storage startup, for $870 million in an all-cash deal. This acquisition will help NetApp enhance its appeal to large enterprises that are seeking more efficient and scalable data center solutions. SolidFire specializes in creating storage systems for enterprise data centers that utilize solid-state flash drives, offering a faster and more energy-efficient alternative to traditional hard drives.",,Yahoo! Finance Singapore,General,Yahoo! Finance Singapore,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.802713'}]",0.260552,Somewhat-Bullish,"[{'ticker': 'NTAP', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.461908', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.641779', 'ticker_sentiment_score': '0.135845', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.641479', 'ticker_sentiment_score': '0.129507', 'ticker_sentiment_label': 'Neutral'}]"
NetApp Is Buying SolidFire for $870 Million,https://fortune.com/2015/12/21/netapp-buying-solidfire-870-million/,20151221T091151,['Barb Darrow'],"NetApp (NTAP) is acquiring SolidFire for $870 million in cash, a move to enhance its flash storage capabilities and better compete in the transforming data storage market. This acquisition responds to the industry shift towards solid-state and flash-based solutions, and prepares NetApp to contend with competitors like Pure Storage and EMC, as well as the increasing influence of public cloud providers. The company aims to reposition itself as a ""data management"" provider, addressing modern data storage needs across various platforms.",,Fortune,General,Fortune,"[{'topic': 'mergers_and_acquisitions', 'relevance_score': '0.914856'}, {'topic': 'technology', 'relevance_score': '0.805218'}]",0.239327,Somewhat-Bullish,"[{'ticker': 'NTAP', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.428722', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CSCO', 'relevance_score': '0.723483', 'ticker_sentiment_score': '0.105194', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.603863', 'ticker_sentiment_score': '0.110903', 'ticker_sentiment_label': 'Neutral'}]"
Amazon and Alphabet cap record-busting 2015 with new all-time highs,https://www.marketwatch.com/story/amazon-and-alphabet-reach-all-time-highs-2015-12-29?gaa_at=eafs&gaa_n=AWEtsqdTZ9Flzu9ouvaHpf32WxKKiddfuqQTN7RZ44bhTBxpli8_2iAyeHNT&gaa_ts=69086371&gaa_sig=NEMhJSP5zQiPpwkv42QuLncnYyG8zAGV4_PkindxHM-Zo4hQd1tq3WqZuh60YpNMlekm8W5RBL_kjt3yEG54og%3D%3D,20151229T162600,[],"Amazon.com Inc. and Alphabet Inc. both closed at record prices on Tuesday, capping a record-breaking 2015. Amazon shares gained 2.8% to close at $693.97, while Alphabet's Class A and Class C shares also saw significant increases, establishing new all-time highs as investors adjusted portfolios for the year-end.",,MarketWatch,General,MarketWatch,"[{'topic': 'financial_markets', 'relevance_score': '0.930955'}, {'topic': 'earnings', 'relevance_score': '0.835735'}, {'topic': 'technology', 'relevance_score': '0.742206'}, {'topic': 'retail_wholesale', 'relevance_score': '0.642076'}]",0.485832,Bullish,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.528846', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.887946', 'ticker_sentiment_score': '0.422989', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.738854', 'ticker_sentiment_score': '0.457217', 'ticker_sentiment_label': 'Bullish'}]"
